17
925 1959
151 495 176
759 162 401
11 758 426
496 574 375
511 339 140
449 598 420
920 350 118
476 166 125
468 725 380
2 943 78
762 546 579
742 502 101
476 206 459
42 695 449
782 634 810
42 943 319
408 632 930
371 690 716
170 914 348
444 363 719
257 174 714
114 264 816
88 683 30
148 453 363
653 254 642
741 239 873
470 502 247
343 124 454
724 290 616
14 292 382
36 420 326
308 707 952
781 519 379
276 542 568
295 495 939
904 620 498
294 497 100
281 88 511
804 706 841
141 635 809
384 115 597
88 5 819
485 699 986
715 582 938
96 335 944
781 224 979
184 621 138
228 860 883
192 103 69
28 457 20
645 775 565
400 535 710
500 877 307
598 528 921
473 777 168
89 20 816
129 319 874
791 868 651
842 222 387
595 538 456
671 426 23
707 665 723
195 57 30
34 465 441
575 801 390
413 234 885
271 716 439
302 206 333
912 114 998
485 196 441
664 8 384
235 488 46
91 327 333
463 297 468
153 893 984
3 640 868
364 922 462
823 936 430
923 58 885
825 556 813
806 340 151
505 48 282
296 211 422
693 438 235
440 733 590
571 685 867
549 614 255
56 448 465
425 689 548
187 8 591
376 229 144
306 779 319
801 212 764
430 863 806
544 471 406
289 777 926
608 444 638
848 721 972
147 150 441
373 34 390
473 324 376
548 599 852
209 204 973
772 665 990
380 796 736
153 858 190
617 840 335
168 231 268
825 771 215
211 817 760
749 766 970
671 522 465
500 227 310
400 658 394
230 11 724
774 418 866
584 500 305
427 86 132
73 342 156
848 391 74
98 798 513
779 10 881
895 11 231
568 507 788
887 651 808
752 862 538
757 424 21
535 270 402
758 8 451
659 684 699
896 495 238
616 47 321
267 542 318
868 677 628
475 180 181
233 25 227
694 82 527
334 647 162
619 797 446
509 411 71
150 398 776
923 740 878
385 889 822
384 603 360
877 347 124
538 217 904
25 885 846
850 193 613
785 169 226
641 222 144
596 91 886
640 501 650
711 143 56
294 538 337
419 260 721
161 433 362
45 665 292
545 487 456
551 179 304
786 435 772
162 218 5
491 425 253
617 161 49
114 160 476
620 546 594
617 701 880
744 750 169
162 533 336
258 666 739
512 770 371
211 244 619
653 936 443
228 694 133
844 587 867
823 88 454
108 884 994
855 512 319
640 687 754
651 315 995
228 37 69
913 786 941
764 420 233
881 617 552
535 846 918
270 147 946
355 82 123
70 915 932
415 851 420
337 200 136
785 174 613
620 499 522
649 3 220
608 571 467
906 182 523
604 212 828
116 353 870
202 354 276
84 44 996
690 832 437
54 733 530
3 694 916
60 30 945
488 679 312
495 101 437
532 469 667
887 841 406
895 458 47
411 400 167
35 830 85
620 658 420
233 66 353
328 478 795
606 678 827
613 703 69
772 477 838
373 808 1000
536 809 952
198 748 920
432 332 777
807 836 240
524 544 726
933 294 866
265 453 506
80 675 870
880 115 165
116 441 154
707 36 553
331 270 273
454 3 475
762 500 128
438 678 966
818 326 979
4 530 222
935 162 91
902 748 831
878 561 179
187 772 739
365 223 61
634 527 478
260 236 131
80 696 317
612 677 69
99 63 750
246 616 496
791 89 891
242 942 555
211 98 48
849 297 248
39 700 362
634 707 61
312 380 691
788 181 765
440 293 800
510 714 350
233 256 782
283 449 941
227 934 971
153 676 877
738 341 650
360 111 114
192 519 678
833 434 957
863 909 4
649 530 806
349 734 755
768 853 455
194 914 158
467 807 111
311 738 164
451 709 228
243 194 632
391 442 909
408 95 384
221 592 933
87 244 760
27 651 694
701 815 693
905 855 196
119 932 492
680 526 181
169 726 275
671 246 936
33 619 359
849 485 201
196 213 368
132 433 170
545 485 5
818 431 861
307 239 45
448 256 368
666 78 539
232 522 545
881 148 859
93 759 97
249 939 394
698 902 155
328 621 235
104 408 806
728 708 667
23 155 314
505 481 545
57 397 244
743 667 693
183 267 863
921 750 903
835 545 857
650 522 187
343 641 645
938 48 57
456 196 668
885 179 935
886 152 915
712 133 877
244 286 254
267 330 76
679 915 220
734 626 594
864 301 406
121 640 305
484 431 219
736 560 600
457 884 786
478 573 23
944 204 675
152 168 438
499 357 526
410 718 282
904 132 359
343 202 333
702 114 352
499 870 679
211 216 236
411 661 560
833 422 46
678 248 792
168 752 600
713 224 837
540 443 837
924 547 4
560 917 892
421 877 701
15 447 742
437 84 759
200 259 430
706 839 561
255 796 509
484 841 589
376 1 54
767 467 402
324 850 736
888 632 522
436 695 307
683 401 864
899 843 199
831 176 561
118 256 929
720 691 391
83 337 56
207 744 329
492 795 764
358 661 257
645 621 32
714 374 120
828 690 625
156 537 54
69 819 895
513 915 86
256 702 147
91 79 374
869 25 893
613 873 199
440 924 141
580 403 884
457 573 653
502 880 860
54 541 234
308 210 543
331 255 452
238 266 982
675 923 594
771 215 293
481 188 737
578 639 292
883 30 868
39 309 369
130 756 788
472 726 369
584 708 51
372 434 322
74 216 945
350 366 387
187 432 51
98 294 126
592 664 60
542 844 729
571 430 262
132 456 661
858 740 512
83 772 860
929 232 109
841 315 492
714 807 28
457 918 990
359 220 712
251 485 692
131 889 458
115 689 820
36 358 398
709 92 399
726 33 288
285 787 207
526 595 763
413 122 558
11 201 632
511 475 772
881 342 259
546 126 214
847 478 893
5 936 959
172 66 521
755 513 247
257 712 333
32 459 591
252 706 233
436 685 506
493 746 382
451 781 313
110 651 82
278 720 616
786 521 530
637 814 827
83 902 527
1 92 211
79 200 202
742 491 125
521 81 43
719 108 175
743 941 465
711 549 671
88 512 562
989 1604
856 652 33
957 497 923
486 25 581
167 12 806
554 198 481
135 487 385
259 328 776
796 419 894
148 976 229
383 238 958
784 58 551
97 363 907
244 41 871
855 677 158
876 800 206
80 685 348
656 929 188
66 240 559
782 213 118
72 567 176
740 610 506
895 781 738
795 117 184
432 445 735
348 239 176
911 749 967
550 850 667
986 377 882
684 98 757
430 378 353
92 910 961
544 52 584
324 597 88
87 195 431
732 265 506
222 268 72
685 219 220
871 592 567
695 230 56
182 256 837
567 584 493
842 539 790
588 832 746
279 635 574
16 281 816
17 577 914
271 338 463
947 362 506
303 463 566
623 293 31
848 919 683
963 673 476
805 556 976
167 201 565
984 671 28
13 709 105
226 774 664
751 125 353
106 222 532
384 403 514
572 316 160
85 304 445
785 300 111
365 815 328
476 220 693
449 333 587
715 563 76
969 760 250
421 316 493
606 873 236
585 181 478
198 98 985
54 297 136
854 724 444
254 624 465
689 828 941
766 338 413
506 217 221
410 295 141
972 83 693
737 512 730
939 910 835
366 103 7
60 779 349
933 58 101
957 380 732
882 141 183
126 713 976
504 796 259
522 638 445
692 14 530
474 349 721
570 350 256
167 782 620
77 681 470
467 520 164
936 483 328
424 538 213
344 56 995
363 962 305
890 780 400
104 298 145
721 173 14
971 972 929
775 941 426
399 22 723
443 300 518
422 255 637
378 17 675
484 890 412
614 938 800
971 878 290
459 94 269
315 224 152
450 280 765
233 544 928
790 599 374
66 767 754
577 611 510
250 360 413
817 543 612
612 438 354
938 149 176
527 462 427
393 770 413
900 229 953
978 600 741
786 918 296
461 287 519
72 766 870
526 609 764
242 965 666
225 809 279
252 849 622
168 154 232
578 635 994
760 592 322
658 110 920
362 679 565
650 381 619
910 131 154
764 590 784
306 604 393
707 243 229
224 299 985
910 143 351
197 885 907
393 21 526
164 24 265
746 482 746
624 907 295
213 429 429
926 460 902
598 46 905
715 568 161
342 112 845
836 343 850
418 105 184
605 846 54
172 787 35
400 657 385
193 593 313
968 268 263
457 248 178
735 476 597
68 584 258
200 433 673
195 312 705
19 337 307
314 426 612
773 666 569
728 16 515
275 201 668
49 266 981
630 264 88
600 267 45
75 920 382
708 747 458
778 342 910
858 663 177
800 825 392
265 14 762
554 403 249
656 989 751
872 975 391
704 347 322
215 865 20
293 478 69
131 36 678
949 568 695
983 937 460
307 55 301
29 74 868
523 366 236
806 102 787
279 798 301
734 314 814
175 956 911
26 430 833
325 336 811
735 694 78
737 50 187
583 261 136
372 422 815
751 305 22
706 113 237
709 562 412
59 545 356
15 153 642
89 625 989
913 319 782
672 682 602
238 5 916
263 951 757
294 755 226
745 769 766
84 715 525
959 493 166
917 948 255
569 521 557
805 718 56
674 263 909
848 876 885
172 851 154
432 319 269
422 21 983
7 671 676
791 607 549
147 870 548
620 23 639
888 932 974
176 371 637
496 735 442
982 664 962
639 41 250
467 353 423
904 199 232
750 658 574
930 438 673
68 518 272
26 920 946
969 940 53
323 449 639
611 588 970
823 590 614
360 964 160
132 865 254
188 280 636
435 832 825
49 687 290
691 859 962
406 472 995
775 851 653
85 253 837
355 474 345
860 938 804
794 804 409
555 834 149
656 304 618
510 919 547
682 310 263
953 889 359
573 85 84
847 273 847
499 580 998
614 637 534
336 956 160
876 506 443
11 569 304
250 659 746
672 878 884
663 244 780
80 879 862
519 458 667
690 550 307
287 667 721
230 135 435
957 537 453
364 842 274
205 934 692
574 914 794
879 816 300
580 187 606
306 817 27
389 92 70
144 701 871
225 681 684
568 12 112
480 609 287
877 149 358
740 725 743
591 323 201
237 524 881
454 737 212
419 253 248
944 379 771
348 715 545
551 747 863
283 210 50
881 413 722
346 666 912
189 410 813
639 961 724
191 854 354
965 258 542
903 59 708
267 264 799
326 38 471
604 146 825
99 331 453
216 891 518
507 335 266
145 844 381
243 971 240
163 198 49
317 387 693
680 352 236
210 744 49
366 935 51
657 383 742
521 793 67
139 7 251
360 493 659
584 668 790
781 791 608
759 983 186
20 493 57
450 637 932
932 603 972
202 684 135
654 73 91
186 425 170
88 699 5
668 577 828
489 715 763
768 865 567
384 982 479
625 974 20
588 43 55
293 303 879
606 722 180
736 601 376
829 140 340
163 440 10
819 975 179
812 819 895
163 565 338
68 892 728
478 215 127
384 694 559
359 831 535
757 113 870
788 186 635
562 928 649
478 144 863
481 90 261
459 659 246
983 942 528
53 377 14
418 690 826
415 827 792
635 565 10
711 795 179
253 715 170
930 486 263
424 780 542
291 33 526
441 842 515
550 75 97
483 988 257
253 962 229
975 401 284
836 202 403
581 728 413
587 250 749
383 647 104
44 289 140
513 660 576
151 357 178
298 638 196
969 857 435
865 834 895
54 254 505
821 525 72
447 617 975
2 15 117
54 953 141
442 104 694
486 330 911
706 353 857
669 657 886
432 355 4
1 628 68
904 218 56
640 517 72
618 955 471
770 979 694
336 275 695
551 40 260
746 251 89
726 707 80
681 695 996
55 117 602
308 271 900
854 160 44
596 640 929
571 400 647
760 247 900
489 78 43
156 480 933
99 614 386
689 129 169
839 822 436
137 907 148
298 218 303
617 625 545
67 786 789
368 662 203
225 379 397
922 621 314
732 840 192
662 618 334
442 76 210
135 156 576
987 291 62
370 975 739
255 756 266
208 464 953
953 175 766
185 679 864
890 858 269
165 498 315
679 77 599
571 478 540
315 345 944
782 408 240
243 164 504
129 723 500
70 439 726
434 966 402
953 788 46
49 886 487
893 651 658
595 509 863
750 920 586
454 717 85
386 557 948
809 833 188
768 489 905
7 459 627
406 403 709
655 165 878
379 693 416
385 757 171
458 498 312
169 743 922
615 49 939
491 485 373
931 234 78
302 556 157
11 67 830
668 693 166
639 265 535
316 769 883
981 70 786
982 455 517
560 655 534
251 918 269
921 538 350
641 107 843
120 292 427
887 502 648
328 777 726
177 101 728
869 406 874
670 116 393
309 330 723
868 967 347
243 86 897
755 987 731
64 627 900
477 941 658
885 764 943
482 814 333
695 180 50
624 548 386
501 890 105
266 70 834
887 401 338
308 801 964
50 513 561
927 494 135
452 602 183
439 887 657
809 556 531
727 637 893
720 634 513
675 727 644
803 328 841
271 126 530
179 541 365
848 466 146
32 162 585
768 353 660
29 808 873
927 442 196
195 315 793
118 511 211
570 873 490
923 782 79
646 23 479
558 441 859
274 897 359
124 258 769
17 621 451
758 552 125
925 408 60
668 77 527
203 425 616
81 618 398
887 779 594
327 447 981
420 161 365
179 607 346
518 594 754
129 588 523
420 643 607
255 62 437
757 136 513
664 81 321
957 222 975
165 639 330
272 598 265
247 111 666
57 734 179
469 876 203
538 470 896
824 968 972
942 832 312
352 274 689
567 223 337
108 281 19
952 979 866
420 63 870
107 535 846
46 541 292
985 719 368
519 818 551
828 904 934
107 214 836
750 340 328
76 46 707
820 589 333
951 17 582
518 615 714
672 189 635
695 678 474
179 89 827
867 238 979
213 933 136
390 882 743
169 267 688
858 371 344
946 146 410
786 686 148
582 751 372
943 722 60
238 362 8
543 857 267
534 706 965
390 838 238
302 178 894
932 483 64
982 134 389
586 379 393
521 318 240
70 388 201
884 6 159
298 677 936
718 829 44
294 113 707
262 692 71
134 263 794
910 444 242
674 24 983
273 114 408
889 38 227
160 940 800
555 319 52
971 878 210
887 153 200
291 132 710
334 237 491
299 108 818
192 706 814
76 303 689
932 906 470
584 457 763
870 194 237
109 135 825
225 342 372
911 501 252
306 729 332
492 963 319
934 244 244
673 841 721
732 935 301
687 165 289
93 785 478
469 375 190
985 758 38
66 639 291
142 452 568
943 755 399
516 850 533
974 84 786
690 554 880
332 656 305
451 532 181
919 779 794
307 381 717
668 184 40
461 753 634
132 896 246
578 973 772
644 281 743
774 548 132
2 977 317
857 959 567
844 68 175
830 190 502
576 736 645
591 877 480
398 617 383
883 916 869
138 663 228
854 673 527
451 57 271
95 712 391
754 447 274
126 915 367
76 277 518
432 683 78
28 987 92
671 848 316
214 966 406
467 947 691
858 274 898
774 86 729
103 358 397
158 255 866
308 874 318
874 547 699
545 436 818
840 382 164
918 721 532
261 950 380
285 158 767
800 899 545
767 14 387
970 641 866
435 481 160
659 978 186
423 501 789
703 733 272
278 119 296
540 409 250
191 16 301
636 21 889
793 841 81
322 927 639
604 3 581
761 221 996
322 22 512
678 916 953
416 759 705
301 9 227
875 55 320
823 70 580
440 202 428
534 839 909
390 264 382
368 150 998
197 388 240
684 14 680
608 224 836
4 899 225
419 366 66
762 744 638
816 573 6
647 75 261
286 440 924
766 792 159
247 288 744
743 628 379
842 863 423
893 285 294
715 24 462
801 373 695
436 816 338
124 201 3
93 847 19
732 551 578
472 308 673
849 932 169
651 839 182
175 303 291
826 884 289
85 298 569
876 122 958
544 106 983
251 701 734
344 407 799
700 423 586
652 427 737
425 30 628
894 581 619
161 494 255
500 295 352
537 9 67
741 926 686
478 723 473
561 954 730
188 238 12
152 763 161
20 223 187
701 597 154
981 140 241
232 794 722
854 851 246
390 259 868
163 975 430
33 391 830
778 233 736
559 810 646
191 743 42
402 590 828
126 717 831
683 694 712
917 304 779
286 297 451
706 513 138
621 877 872
851 520 752
509 915 304
721 744 615
748 307 114
767 159 776
605 168 841
529 914 533
806 404 746
589 755 808
415 981 933
816 496 163
259 435 655
945 713 301
846 272 258
887 350 285
64 370 877
612 161 490
968 355 319
742 445 197
137 83 965
183 618 966
326 374 325
77 299 764
794 54 744
758 912 462
284 4 770
217 451 990
236 210 368
26 814 574
748 538 661
666 701 925
880 577 871
216 253 249
292 63 211
403 148 278
814 159 543
361 886 146
486 872 675
720 703 38
407 458 456
857 293 857
432 842 510
530 603 145
497 21 146
898 184 622
786 871 408
57 198 7
667 632 97
858 520 795
553 677 704
150 254 432
944 56 430
915 933 267
888 335 398
223 689 703
71 673 660
765 297 675
987 65 567
931 825 971
319 194 603
480 549 936
364 47 41
482 600 903
449 887 274
791 622 890
105 420 278
630 908 551
781 622 19
537 444 132
194 31 161
867 410 962
949 413 49
580 695 985
377 918 343
736 88 741
970 532 775
652 791 606
390 853 791
854 359 267
765 300 584
752 696 679
870 31 275
68 610 384
262 908 708
617 608 27
553 60 334
866 916 284
913 286 238
322 538 229
487 303 318
262 247 408
884 2 78
80 243 251
223 577 150
736 647 996
786 833 120
365 941 929
795 778 662
546 194 264
281 353 552
107 267 973
891 189 654
45 855 318
326 140 228
674 292 437
537 107 389
451 477 603
592 79 594
694 600 586
307 421 625
368 930 837
95 513 793
943 224 997
248 888 92
537 805 853
298 282 136
887 555 865
516 484 5
371 616 531
598 131 532
670 166 971
230 288 338
895 840 784
76 277 306
107 898 244
738 858 335
502 534 186
174 923 807
207 550 601
462 547 174
229 239 879
85 180 962
808 16 573
308 539 921
562 677 936
635 40 19
507 986 925
927 397 874
502 154 164
420 949 66
233 253 682
628 133 158
36 837 956
440 54 994
669 801 830
866 562 144
620 483 185
25 939 783
537 663 325
573 149 180
712 867 54
848 617 327
295 254 542
546 231 220
46 915 215
157 486 310
659 941 957
412 349 980
389 619 882
359 665 25
751 475 816
364 143 146
768 252 700
442 821 414
797 266 859
721 708 869
24 718 13
189 417 7
625 426 223
266 145 416
757 448 882
199 428 404
689 78 728
62 815 931
134 567 357
490 489 894
607 34 257
682 49 165
738 507 841
257 976 14
423 339 915
940 509 721
567 968 923
685 274 538
58 487 699
781 517 344
1 962 758
944 514 642
746 647 976
526 86 860
85 674 133
600 493 277
432 127 5
328 616 397
112 569 945
565 77 705
1 84 994
797 237 227
554 898 298
255 53 847
636 360 242
401 908 590
269 610 604
131 80 430
688 412 80
146 128 708
727 375 137
426 620 263
837 112 307
543 644 454
146 608 80
344 438 999
940 503 868
923 303 413
88 154 831
906 531 244
894 818 161
672 215 779
348 902 714
390 518 41
599 754 169
417 683 935
331 675 794
547 483 492
966 188 956
969 859 209
378 191 413
253 788 584
309 550 34
511 647 682
17 534 944
124 307 509
617 286 150
938 273 93
802 370 634
126 241 237
691 745 737
143 108 501
84 320 520
104 927 332
952 542 292
416 143 142
781 620 535
865 977 897
4 72 262
773 842 680
711 310 443
857 429 836
449 565 179
65 351 778
612 797 163
149 321 949
491 355 744
828 869 716
902 891 905
813 400 637
412 755 387
477 238 972
635 942 604
83 753 871
505 986 519
258 621 844
606 463 533
487 735 313
966 536 912
522 619 81
110 399 844
580 428 256
14 454 592
850 776 852
901 833 684
274 713 337
717 356 101
595 50 106
2 866 420
354 510 420
784 641 425
8 706 78
918 956 369
687 436 21
402 212 976
943 655 80
950 952 381
748 334 249
120 168 124
899 764 813
120 916 791
747 849 105
814 596 62
430 256 895
816 61 123
156 951 20
470 535 303
875 581 835
306 918 720
81 782 192
257 533 647
21 805 387
490 331 366
105 903 893
351 553 194
242 275 182
347 487 598
942 56 23
770 821 92
318 234 970
503 922 431
329 913 678
172 564 893
641 285 841
547 925 211
776 402 117
447 634 877
51 502 638
616 153 947
387 755 26
754 394 885
690 544 35
874 963 229
386 632 117
738 510 540
976 253 930
176 604 495
967 201 802
530 831 653
584 649 92
74 980 313
800 630 352
207 31 401
566 769 796
135 685 125
807 11 828
55 712 658
569 469 680
84 196 20
666 437 693
154 682 551
859 777 873
866 270 859
794 958 542
924 255 604
953 584 527
599 986 682
943 750 960
141 429 432
470 242 600
525 289 758
275 505 821
873 86 788
509 271 941
774 680 514
297 542 227
225 405 790
397 162 798
444 72 627
387 985 114
133 803 132
519 721 690
95 353 377
487 84 175
213 322 218
376 895 435
18 73 56
583 487 828
630 789 66
336 555 477
748 955 626
959 358 793
124 456 548
377 531 706
529 430 611
343 237 446
466 554 871
642 409 977
383 466 311
537 244 969
584 755 922
680 309 694
898 199 688
257 644 602
204 220 957
584 988 187
808 301 98
4 659 247
133 676 851
78 219 448
779 823 211
492 154 52
670 736 373
176 760 3
264 930 302
936 640 261
263 614 266
506 427 469
934 311 299
902 705 239
299 173 383
69 426 778
308 629 482
196 572 488
512 956 326
829 897 60
367 30 958
570 264 689
923 50 866
154 682 196
590 982 728
676 896 319
214 733 917
426 181 349
30 13 826
805 508 721
968 855 367
294 125 113
975 777 119
209 887 543
276 170 724
837 138 464
28 77 22
133 182 365
605 152 811
594 874 386
234 104 811
798 213 477
203 174 607
460 651 528
53 43 911
900 705 358
171 163 23
472 311 660
149 481 188
626 154 388
419 323 879
956 698 948
82 266 545
232 731 278
28 724 142
774 189 726
277 790 110
640 651 833
934 240 310
961 192 911
722 697 105
925 711 602
978 574 267
69 486 93
693 824 761
248 202 449
309 529 323
710 46 70
350 222 866
278 788 535
168 457 958
305 566 309
400 107 853
906 945 5
554 950 78
165 312 38
848 630 374
801 564 236
822 84 691
386 736 615
90 396 898
635 900 786
938 128 612
398 800 759
259 247 168
722 719 563
385 841 572
920 345 396
50 605 942
809 669 721
350 127 223
540 433 813
27 752 204
636 129 78
987 692 622
625 826 119
488 529 220
415 307 207
755 239 857
271 482 534
741 846 614
788 337 503
551 215 482
929 758 332
913 191 914
679 332 456
1 887 82
202 399 271
440 625 451
391 210 545
10 42 559
466 816 846
122 910 893
329 114 817
221 90 345
239 962 724
930 411 122
842 975 129
800 826 254
291 683 553
759 119 423
438 989 885
482 887 194
669 387 477
378 227 481
775 788 980
701 186 735
377 278 619
167 490 210
789 893 130
527 78 296
290 143 686
66 520 150
590 611 185
26 292 293
919 148 541
521 285 678
102 513 728
740 892 638
697 892 527
635 678 70
884 170 379
822 230 444
522 919 645
801 345 525
929 311 934
764 497 606
375 840 317
461 664 589
380 815 582
423 397 996
230 706 455
772 303 452
298 472 193
912 928 570
230 734 998
171 586 961
954 671 91
931 740 265
10 162 423
789 937 906
716 190 511
860 206 751
832 432 65
22 370 279
285 728 298
797 827 532
796 543 64
793 838 161
688 269 39
313 278 937
125 505 119
540 523 255
523 263 317
66 874 511
32 668 523
935 777 39
407 645 30
698 533 546
477 740 468
853 597 128
423 564 747
816 897 472
56 562 499
892 270 422
451 449 981
613 61 829
401 259 355
614 288 580
855 299 308
805 339 155
265 258 866
577 943 684
170 803 452
437 329 862
982 822 168
728 769 674
31 588 52
924 123 119
334 934 153
304 272 7
587 323 572
511 416 985
591 948 514
931 935 729
81 854 263
737 388 222
434 871 724
51 688 243
576 856 30
34 544 581
850 179 483
624 416 305
325 326 919
457 297 775
750 70 779
421 250 250
301 819 806
373 375 733
730 539 796
784 884 60
602 468 123
740 521 567
33 982 716
469 792 724
849 688 932
188 467 31
486 679 642
932 541 901
519 458 77
874 98 83
812 725 429
870 436 112
872 515 598
6 815 413
523 422 201
660 433 26
708 67 683
159 289 817
63 761 8
466 802 465
871 463 370
510 758 311
82 542 833
584 222 129
326 258 773
681 770 748
925 355 851
632 570 935
664 561 797
427 304 716
77 222 910
615 403 591
146 819 105
3 752 723
38 255 750
625 83 31
850 930 93
507 285 177
387 832 509
307 88 323
209 183 385
973 13 80
85 937 258
970 813 455
72 118 149
39 620 161
444 263 657
596 52 655
737 159 160
32 679 8
413 311 809
745 129 530
336 442 528
333 554 953
281 283 34
303 620 199
698 172 808
721 8 490
221 84 839
922 883 324
87 534 55
181 625 359
390 600 769
769 968 972
55 566 757
670 825 151
684 806 365
605 532 475
842 632 621
119 684 170
382 753 357
547 537 601
171 821 186
695 179 85
802 396 4
215 819 514
605 267 45
669 787 291
136 244 172
337 708 783
411 679 278
410 781 131
281 928 241
847 50 974
498 725 76
224 352 669
748 211 138
519 139 775
884 511 820
881 757 977
394 278 807
97 238 395
370 553 208
968 95 396
890 798 654
15 368 740
525 17 755
218 577 677
403 901 82
416 70 762
979 934 283
584 846 713
569 527 201
434 641 578
273 680 321
186 426 897
906 657 839
13 379 699
171 188 290
577 482 945
850 431 7
144 48 276
543 118 26
130 317 687
361 811 112
40 110 328
656 514 776
266 794 148
830 405 611
972 824 464
187 693 17
741 427 474
122 789 811
276 239 410
928 958 626
31 235 952
129 792 344
677 235 148
182 282 690
398 622 443
989 662 511
148 629 142
491 293 580
296 815 442
449 433 288
721 11 539
656 835 497
547 195 22
199 10 488
793 185 570
250 244 21
857 262 991
655 641 666
368 32 801
317 56 851
197 365 882
281 178 41
127 427 387
621 654 933
61 29 145
788 845 483
961 844 388
193 476 742
889 43 946
55 61 487
166 109 849
488 267 769
97 225 864
653 976 690
519 226 52
938 800 273
481 923 564
830 574 450
876 126 847
299 958 794
956 777 875
801 167 543
609 797 220
314 448 105
195 748 502
847 257 155
284 229 38
524 977 351
171 733 706
186 884 894
545 457 592
899 158 574
831 257 222
615 324 529
127 391 223
918 71 721
17 10 891
115 378 985
572 561 298
394 339 767
818 740 727
678 279 752
757 466 236
151 63 270
899 335 179
258 567 139
553 957 533
969 655 304
229 957 205
774 625 198
115 398 301
761 476 928
11 133 630
96 784 453
809 277 502
207 371 918
450 148 735
380 610 998
275 580 925
962 58 930
645 109 872
85 506 850
623 853 869
209 497 217
914 746 39
519 230 280
182 516 257
760 956 351
706 103 1000
67 591 338
741 65 264
457 558 777
400 821 679
523 478 852
681 627 945
168 212 998
745 969 786
573 115 162
913 878 612
410 749 176
542 144 41
336 613 344
414 966 954
938 971 527
254 617 828
210 231 165
917 495 556
666 672 327
297 413 586
143 261 28
247 858 704
518 650 83
349 393 682
841 873 767
356 61 99
127 709 278
884 643 632
793 448 216
241 606 949
84 403 576
630 840 780
781 414 206
101 815 612
927 221 791
423 601 413
55 480 249
798 813 911
562 104 543
269 289 955
69 777 799
156 244 761
521 896 122
410 423 964
999 1706
22 324 719
712 926 531
282 513 979
832 940 640
958 444 571
505 34 362
888 755 57
336 234 691
275 429 7
765 642 694
701 242 42
353 841 942
511 253 499
170 79 534
55 40 818
750 865 483
333 525 712
236 611 400
761 608 45
898 647 284
547 135 128
346 917 350
648 254 494
270 727 116
62 233 717
728 889 622
303 627 826
617 568 321
74 738 251
358 532 506
633 624 272
335 832 765
506 281 271
722 735 581
53 271 219
885 642 314
197 155 79
302 578 874
821 832 404
298 920 496
625 696 841
932 126 60
556 93 991
792 77 745
305 291 581
733 198 682
491 792 544
327 237 280
351 381 819
847 161 104
491 233 621
612 970 653
875 844 403
904 610 207
914 625 486
277 834 27
926 110 320
40 989 518
636 447 787
513 305 195
90 488 137
680 285 894
637 963 482
199 690 953
280 248 161
664 143 830
235 84 827
732 595 223
198 360 97
113 765 553
860 455 329
327 959 478
163 467 140
757 542 775
54 997 427
111 873 983
638 500 455
396 53 337
711 303 835
521 125 131
337 591 623
666 637 723
937 416 230
660 523 9
819 525 721
378 627 924
589 311 48
99 585 217
67 962 919
479 746 881
459 397 300
964 235 90
52 425 702
912 397 276
107 387 129
917 516 255
2 325 698
163 23 16
961 205 468
757 980 709
663 288 137
113 66 11
132 979 203
40 46 589
419 150 984
725 581 960
784 143 94
278 262 356
802 45 662
734 753 581
267 930 160
596 694 622
74 799 173
24 405 382
859 444 44
8 506 20
942 786 996
722 374 677
193 198 413
793 243 723
663 211 654
868 56 289
465 843 68
504 981 658
174 826 362
226 175 651
348 58 384
236 988 101
673 620 238
192 503 220
367 749 568
679 308 6
171 482 408
330 373 155
792 147 807
473 121 968
48 718 163
645 105 562
432 578 964
593 425 972
506 62 904
705 703 227
597 662 471
824 25 194
242 245 135
35 158 170
466 78 724
85 908 729
554 720 708
445 435 781
368 817 999
748 102 191
285 67 629
454 277 770
352 85 909
765 322 324
871 764 107
153 876 611
993 506 501
340 820 134
1 870 646
381 65 770
389 294 118
591 542 632
324 196 652
496 223 439
587 919 4
899 277 781
223 754 181
900 914 138
989 442 914
883 519 696
159 586 569
66 65 607
695 182 960
434 560 598
347 326 89
180 817 328
478 229 331
373 575 355
374 554 38
946 482 536
248 890 168
571 165 724
421 852 176
129 731 38
843 921 317
637 601 153
718 536 37
532 789 675
561 890 778
906 581 176
256 368 731
700 852 892
906 632 489
772 793 557
235 689 576
514 869 123
715 987 787
51 193 214
702 995 464
771 561 958
475 34 801
269 420 419
735 632 797
971 587 90
683 41 473
185 468 671
293 137 403
362 989 375
370 111 740
297 501 622
497 413 277
397 365 207
285 26 880
859 361 429
472 266 116
652 266 279
732 184 362
160 895 433
111 878 905
762 567 262
227 946 15
578 300 491
921 608 579
560 104 475
641 777 374
37 196 268
976 511 904
99 42 849
956 948 94
998 476 757
499 924 852
557 638 175
650 512 463
380 264 252
915 282 855
82 859 544
307 691 283
986 221 381
586 806 625
961 82 398
486 45 557
390 314 39
761 453 725
99 322 418
847 647 165
71 450 837
952 484 69
21 641 344
575 611 119
657 978 261
316 108 803
326 966 130
471 784 65
637 673 921
36 663 392
20 555 329
220 55 844
416 932 971
171 670 70
895 410 896
46 887 213
128 592 783
378 192 501
387 534 503
388 985 979
409 621 347
835 538 797
660 624 978
424 976 263
841 838 626
357 292 934
336 542 674
619 772 56
628 2 421
813 172 855
117 187 410
891 676 820
884 464 604
15 666 195
582 497 233
644 877 457
418 521 221
114 617 920
684 531 242
