852 2811
412 628 323
142 789 432
384 93 611
70 170 323
654 717 703
607 767 671
698 416 33
785 40 23
803 657 717
310 601 763
96 168 703
716 791 431
446 392 234
184 692 274
363 473 720
825 228 114
464 167 853
163 810 74
123 741 44
545 144 409
422 459 554
810 412 33
809 567 438
660 206 576
48 535 153
121 698 948
332 420 43
103 327 993
729 134 555
832 291 183
234 741 806
701 657 576
616 742 163
730 126 265
705 438 560
820 50 495
422 722 905
350 446 16
777 845 887
248 610 466
582 504 967
64 836 690
427 379 767
87 720 528
153 727 802
16 204 424
542 471 836
166 278 174
740 465 56
632 641 883
700 271 580
295 301 562
260 471 342
711 362 125
168 174 799
352 459 722
816 518 570
300 268 378
704 527 281
73 627 777
585 33 20
388 278 833
120 158 775
93 204 355
511 591 735
717 445 540
293 254 490
561 472 893
503 261 75
288 406 839
83 564 687
263 756 350
148 46 416
216 131 322
785 717 386
75 712 163
153 192 328
584 29 615
503 164 81
471 418 233
478 675 613
572 776 370
483 439 909
655 530 256
825 124 22
565 280 794
100 233 60
157 106 362
78 630 370
748 590 716
302 118 298
723 783 284
88 786 233
626 800 678
396 747 342
223 190 736
622 338 524
752 174 76
273 249 177
712 281 566
340 403 770
532 503 1000
370 752 773
714 839 879
773 367 851
372 620 636
472 45 350
90 745 974
845 375 105
331 595 16
15 270 299
233 71 555
387 684 890
77 810 281
367 68 185
14 662 116
85 807 737
160 830 256
580 466 332
194 189 808
840 345 76
446 354 38
247 794 225
145 479 198
584 803 206
144 64 36
765 427 617
43 692 788
852 46 244
737 81 972
497 712 968
430 514 590
399 591 383
32 94 24
621 383 77
490 843 239
381 495 757
176 735 7
107 38 899
211 277 312
572 242 863
151 638 203
449 141 866
74 667 658
714 462 653
573 74 504
347 366 336
276 483 866
571 583 726
487 350 683
834 112 298
767 524 214
120 305 516
556 781 231
688 223 412
753 130 214
110 157 214
305 776 153
165 237 732
18 774 926
23 91 329
308 417 546
94 201 451
561 221 597
89 686 235
173 850 697
761 242 956
33 802 299
770 273 1000
649 59 195
815 90 475
208 410 811
726 148 379
617 237 315
680 163 338
18 826 87
167 722 30
580 829 271
810 23 205
822 645 652
215 594 873
53 170 528
524 127 318
666 57 340
564 547 711
680 146 103
119 273 523
466 807 653
851 754 685
560 474 666
632 804 140
818 448 563
124 315 238
33 692 369
749 534 669
806 444 174
202 461 138
456 394 730
523 136 486
442 54 290
661 62 675
339 312 113
345 133 773
368 170 358
116 836 71
679 15 186
696 799 628
303 723 645
22 667 436
178 345 139
761 250 111
803 201 441
537 58 794
576 330 444
78 404 894
557 267 357
718 111 183
25 416 422
595 669 818
328 817 289
699 420 3
660 483 385
759 671 79
708 169 607
319 795 860
245 452 189
442 70 999
833 436 876
526 372 782
703 468 562
750 103 700
95 403 625
291 508 14
793 560 743
82 717 483
554 312 823
493 401 370
661 506 913
571 120 472
703 248 300
21 650 379
34 550 162
599 227 930
299 737 234
716 733 11
705 596 316
43 615 900
843 833 327
367 28 297
619 378 170
370 161 243
762 110 508
721 515 335
55 4 92
111 615 810
54 584 802
45 683 617
577 654 202
459 2 828
119 49 12
223 538 907
844 48 343
441 101 554
357 839 482
316 490 271
124 300 984
141 613 71
687 623 732
102 229 562
670 717 829
267 310 400
372 146 61
485 332 661
16 25 404
651 763 163
44 819 281
559 214 195
58 570 237
450 122 694
407 677 981
87 268 255
769 549 72
82 451 288
321 420 655
384 46 131
176 627 218
365 783 452
311 805 343
312 158 282
475 702 67
256 813 594
123 403 38
499 279 973
519 346 541
552 691 30
418 534 196
663 756 409
116 382 516
847 661 315
341 5 91
510 103 740
469 109 357
428 842 54
380 665 28
98 825 27
775 831 314
574 759 493
2 842 259
365 691 668
230 647 896
723 515 818
431 176 958
809 787 830
256 726 293
513 239 900
382 626 252
628 250 994
687 178 516
370 511 193
86 381 560
24 105 629
391 225 473
61 93 97
596 113 66
578 499 7
339 322 364
292 729 528
95 161 498
511 525 849
832 724 838
734 124 687
743 646 368
306 742 487
777 202 262
839 280 533
457 98 116
287 438 505
469 524 5
130 789 774
487 688 863
436 56 931
381 750 199
107 661 886
58 759 27
632 538 539
8 25 465
787 518 918
185 268 954
324 511 226
613 83 113
472 81 176
7 54 342
770 845 123
54 15 741
20 435 974
802 715 738
487 204 448
332 543 841
127 513 497
214 233 731
752 531 698
511 55 95
500 476 834
798 166 386
481 705 191
520 711 402
663 86 607
825 371 364
400 149 938
807 653 530
366 453 731
585 20 944
362 194 386
808 57 229
235 520 290
640 587 541
294 197 13
713 611 55
515 213 233
613 816 193
363 90 764
435 848 124
7 571 947
610 710 355
799 492 355
6 327 590
552 835 974
845 654 58
819 133 994
385 128 617
5 456 632
71 845 50
678 218 875
197 810 894
558 170 734
23 288 188
592 707 701
137 488 207
11 98 43
483 792 940
381 57 176
703 720 790
415 545 657
117 175 67
186 2 496
270 44 871
137 154 533
295 435 884
135 696 131
760 616 537
549 25 297
133 708 561
764 482 997
625 548 652
331 416 447
72 129 597
423 503 291
391 368 173
261 413 646
556 848 269
76 204 731
125 180 752
130 91 458
250 46 619
654 490 573
232 581 933
706 655 791
64 767 184
480 105 5
807 225 168
35 719 374
214 105 850
829 96 176
325 352 574
279 621 113
420 423 439
526 657 15
840 181 893
226 402 545
52 448 991
479 89 285
712 664 99
460 470 298
68 105 707
287 758 48
782 836 356
237 747 682
686 551 756
755 430 454
175 300 919
247 419 832
341 249 688
681 206 359
815 653 123
762 490 522
791 326 776
304 258 167
846 388 528
700 60 999
67 269 736
287 745 841
403 694 918
447 768 858
612 438 964
161 523 565
306 395 338
788 246 393
703 554 668
713 488 102
82 174 849
312 105 921
99 647 868
214 150 243
409 449 538
443 487 250
267 430 985
425 196 460
222 656 606
805 807 514
203 529 28
