9154 26242
33 8910 149
6442 932 -711
6647 8913 356
6050 844 499
4944 3698 844
2852 7942 293
416 8963 257
4000 4371 419
5150 6430 763
8672 3282 -907
3080 6351 -823
4950 1104 380
4252 5816 978
4799 42 806
7334 4832 -403
7877 485 704
4641 990 -149
4790 7654 207
8201 7293 926
3870 2119 553
4475 2030 342
2883 856 850
5132 3600 750
2512 7183 -617
7766 1312 975
6127 1327 252
3901 4339 -136
2312 1563 -229
6758 5338 -407
567 6912 -924
1937 276 -576
3206 2387 674
5540 202 -101
2956 8393 -640
9028 829 266
4654 3280 -490
4944 6065 150
756 2605 -865
8444 3233 656
8256 3780 -109
3578 7900 461
8676 828 -297
519 2893 -271
2063 152 -161
3072 1393 -466
2148 5342 -319
375 3126 603
4818 6050 75
6367 2005 -761
6372 1100 535
220 4649 330
5895 1572 -263
2256 789 -524
6920 2682 234
6320 695 121
5217 8208 -649
7495 6697 343
3230 8994 536
168 8560 -610
7999 2255 458
7199 1097 -573
8807 70 56
4134 2673 -492
5112 1737 -732
8560 7564 80
589 6042 -87
1479 9020 585
4762 3247 -56
5790 5496 756
6179 8155 19
8105 1093 458
1253 3204 -801
8251 1734 315
2522 2896 -599
2041 3002 864
2510 2362 812
5016 4511 684
8647 4921 361
5679 6438 667
1559 5532 11
3048 1332 -353
2868 8699 180
1777 6041 -647
190 3565 579
204 8039 718
8606 8228 434
2659 5110 -744
2869 9011 -865
4846 3312 523
6910 6899 -654
1649 811 -687
2269 2153 -189
4671 4045 -601
307 9140 287
8343 8377 529
4969 7311 -252
4106 2248 -848
6011 6426 -588
2954 6283 -799
2062 7337 -863
7965 6809 -244
7573 6964 757
8405 8708 -538
2003 1925 105
9048 5943 407
3565 8021 -99
6158 3070 249
6811 4175 949
8640 2447 961
5 2648 -221
8592 6790 -113
6772 7397 -882
6262 7205 75
8022 6276 798
5588 6143 603
6968 598 -333
3607 8886 701
831 8762 269
2576 2299 -716
3783 4 675
106 1276 -928
4714 8340 -63
1900 4383 661
4902 690 518
5515 8296 -142
5115 3061 939
6271 681 759
4483 7437 -799
645 7130 -133
3019 6927 -409
7777 3789 -128
8125 8335 30
859 342 793
7560 3912 -821
8257 6858 282
8993 1205 -459
5179 9153 -520
3900 1403 289
1963 7666 -500
8183 544 -392
2857 5386 -934
2479 4483 738
2887 5080 -815
2485 5170 500
8288 1737 -101
2921 5293 -160
3577 2336 -387
8754 7383 -408
8347 9110 -424
6281 5271 -965
890 239 843
3142 8377 -104
6467 5967 582
1994 3884 -999
8368 3857 -421
7673 4084 636
3960 2770 755
3482 6073 -641
9032 1356 831
9086 5649 880
5893 6264 302
2270 6315 548
4081 5272 -335
3159 47 142
7822 4438 568
6259 5564 -628
8308 5986 -532
6824 8519 -521
2454 3796 -769
920 3794 929
5381 3169 689
8979 6714 -640
1403 6003 -719
6905 5933 -102
3342 5233 663
5296 2451 -308
4707 48 21
7314 4479 -641
5719 8970 -544
5406 7888 -830
943 7633 -521
7413 788 -997
5730 2528 574
1189 617 -521
7322 2716 996
2452 2005 435
9081 5160 647
4469 742 -529
1286 8578 945
8851 1688 332
3037 5811 732
2895 2015 405
5189 1283 -816
1740 5750 -572
1338 3387 -264
7121 7952 -381
7761 6656 784
5850 7452 -353
1873 7745 -651
4386 3053 -400
5535 2877 551
1915 7074 595
8677 5561 -697
3152 6700 715
3359 483 410
4967 5667 -773
6409 5035 989
2389 5486 -296
7700 919 460
3775 781 159
1003 3218 -40
7370 1704 -301
8355 5125 402
8770 4508 -546
7448 5595 483
4760 7029 -671
3953 7305 583
3964 4469 -733
449 4905 911
8918 2364 -467
4615 8946 -611
4542 8025 -570
4074 7083 607
1195 4011 -573
7525 5442 657
2075 8983 430
2044 6986 189
1677 3753 -177
2703 5403 362
1213 5803 469
2602 6251 -759
6909 856 -1000
3665 12 -77
3938 5117 180
7220 7968 990
2804 6142 41
8561 1674 828
7082 6671 667
6392 1823 215
1533 3091 763
626 1771 3
6267 3463 -71
6328 1636 -363
6320 3002 591
3690 4028 806
4327 7630 -812
6426 2497 461
549 6385 -665
2653 6130 -669
4424 6894 591
257 5767 856
4773 5526 -831
8747 5833 -649
3515 9006 251
3601 6936 923
4278 1366 600
3471 7665 638
1800 7139 -677
8781 1899 883
6627 1600 -143
4151 4021 239
6284 8021 -11
971 6578 712
4335 2226 -824
2879 2784 -338
2539 5088 117
3607 3860 828
3813 7107 277
1792 3568 -773
2694 7197 805
7208 2147 -804
4877 4159 -244
7551 6435 232
268 5824 -662
8430 5299 -625
512 617 -128
7858 6505 339
3780 6826 -41
3775 5545 579
4630 6621 701
2215 1431 -548
654 4153 630
402 1955 262
1884 2333 -229
5420 4747 -997
4254 4837 -755
8643 4663 748
193 3944 -234
2240 8063 940
7896 4049 -639
8003 7806 871
4479 6535 657
2611 628 899
6038 7950 507
7782 8813 -245
2077 5455 320
3310 3423 -278
7761 3904 435
4103 765 -454
5195 419 -379
9025 3660 -276
2878 4471 357
3311 4342 -702
2705 640 29
8081 6073 319
3999 4861 -72
8813 6072 180
1885 7497 -596
414 3137 -155
8128 2438 684
4965 1247 403
3343 7719 568
8452 5358 -194
5556 1870 613
7190 2859 75
8625 8054 -376
4773 8444 -561
4876 8035 -530
4827 7100 567
1929 7011 -984
6806 3669 -501
1952 2910 644
7612 3213 -764
4384 5224 -307
1451 5933 -294
7314 8342 -275
4214 5149 962
7750 5417 -446
1695 2295 781
7378 6464 12
1272 6455 190
6169 6668 -502
8067 3824 393
1024 7723 -518
134 1087 249
3956 7046 74
3717 6277 719
8712 6563 579
4484 2181 -295
661 5201 -798
1566 246 -107
3551 8553 32
501 5461 438
7901 6789 817
2800 3319 -144
89 489 -280
8871 2346 -180
7866 3977 -257
5105 2759 195
4231 1102 475
7202 5140 -251
8346 8790 -896
8606 2584 591
8661 4429 -291
961 911 964
480 4274 698
5153 8332 -50
7901 8246 -630
7209 8808 -298
3013 7043 90
8569 3415 572
58 5257 -141
6739 5442 -10
3955 4627 -789
2667 5405 -557
2687 1103 396
8063 7957 -461
6953 4499 731
5088 973 31
1203 4635 887
492 4466 72
6987 6405 433
7490 438 -773
5231 9120 -674
7452 2801 -758
3319 5867 -226
7064 3959 575
3182 7578 -684
871 1093 -685
6439 2909 -928
1302 7183 -41
6066 5741 679
4993 254 -27
5469 948 -461
7989 732 986
5067 89 -614
271 7876 330
5149 1413 -378
7822 2072 365
5435 4674 147
6250 1235 -952
6247 227 -263
3969 3844 110
6406 932 886
4272 4999 -236
4601 4716 606
6215 3756 261
6355 1775 -75
4132 5026 -943
2659 7421 161
1025 4718 -437
4288 5059 -595
2890 5469 308
4654 6340 774
367 640 606
7884 4711 197
8227 4863 379
3822 6102 -800
4801 711 -284
8453 2538 -645
604 4224 85
6252 5332 -3
539 6420 -313
7320 7376 -455
9087 7436 605
4069 5539 953
8859 5324 -311
6455 398 769
7418 5377 697
4645 757 11
2003 1176 -868
4739 8025 -572
2447 4602 -657
8130 5641 -355
3057 7954 -470
1683 6263 633
6109 450 118
1442 4581 546
7731 4807 391
7791 4368 -413
808 8161 90
3646 586 -986
1031 3488 415
5737 3049 445
5201 4300 580
2049 4863 787
6252 5693 -690
5475 6105 -166
3370 4735 -452
5295 2841 -277
2700 6604 716
3546 3623 145
507 2009 -752
3321 7065 -748
1184 6011 -484
1395 6839 336
7169 6312 968
6792 3024 -857
6424 4877 568
1733 2102 -848
3491 7746 946
2194 5788 -369
4629 4717 -623
7424 7518 644
2177 1223 678
2063 1727 -678
4175 4513 -58
5669 2861 -621
7367 2747 -284
2826 1889 104
7189 1814 261
1154 1552 518
3954 1478 -489
1308 6708 -611
3651 2383 -635
6762 3676 -278
3482 7576 332
7973 3697 235
1370 4772 957
4938 8571 621
2953 849 621
7415 2195 -743
8030 5503 -805
2979 6035 -92
1218 1002 905
4793 2686 -412
5081 2747 -812
7820 2235 -833
4984 1727 495
4794 6446 605
3733 6652 -152
6216 2686 772
2147 6246 938
6241 3855 -472
686 8324 -830
7569 2241 -344
7376 8706 -335
4888 3180 36
2398 4595 645
1171 1682 -968
2204 7144 918
4208 1606 657
9037 6642 575
6205 3856 -225
6656 2461 -549
1548 8133 -891
1671 5837 -421
1552 7527 932
476 4619 541
5685 4366 177
3495 3740 -791
4697 1762 663
2494 1438 257
281 1422 77
7607 243 -70
8471 7101 -16
7390 7959 161
8790 7292 -954
1975 6824 774
99 8147 80
2874 542 -745
8194 2699 691
6495 129 -682
4093 1160 -439
2113 4575 -712
7807 3364 426
3600 7960 -823
4685 4872 307
2222 4226 789
2984 8359 249
8760 4428 758
7453 1117 69
4250 379 593
7983 1825 -185
2598 8638 -492
6057 3910 -299
2363 4664 -969
1096 232 -417
5881 3780 377
1621 570 943
3964 5299 373
3012 7754 548
6509 931 -758
5983 1373 309
8881 3751 -820
4415 7435 755
3111 8778 -45
3034 6839 729
4765 1868 -673
5100 6396 875
7692 1814 -296
4169 318 595
8984 215 704
3731 2397 -938
3441 4665 275
5152 6654 -107
5939 210 -356
1937 8963 248
4037 6741 -97
3945 1338 -757
7544 2587 -955
1041 1645 -15
6272 6047 589
8701 7468 -565
3303 7382 638
7798 549 -290
2987 8398 -719
465 922 -856
2541 7062 -290
7235 3655 440
1250 7998 710
25 1612 -782
2098 724 995
3300 5937 -603
215 1413 -51
8828 951 -163
5637 3242 -538
3696 7967 80
7551 6979 519
2819 6502 182
5589 8209 212
6954 300 603
2021 8202 -357
4158 1334 -83
3847 4732 603
5065 9121 358
5324 6468 740
6017 6796 -980
1053 1267 -593
5970 4138 -317
4077 5065 -64
1500 587 39
4431 5846 -833
2296 6998 -207
3229 2410 211
1480 7525 113
6327 4559 -715
8276 789 -741
4053 4259 -238
257 5722 655
5489 6422 -930
950 2001 187
1139 6674 835
1961 6719 -765
8964 6171 -676
3279 7363 -148
532 6676 -415
5253 6543 155
6423 3591 922
6406 8706 361
1438 173 -515
561 8798 600
3683 5704 538
1642 5067 35
3669 6945 -464
6097 1955 606
8762 4282 -524
4275 3917 -798
7978 2078 484
6794 8900 325
6529 8222 -284
1086 3392 -138
3319 6633 986
7990 3488 -733
4268 5084 -770
5088 8003 148
4814 2379 -375
5464 8443 -180
8985 2383 462
2755 7862 165
3076 4445 -637
8723 3139 983
4610 1930 -402
6002 527 -564
2472 7455 -194
3516 7389 210
356 6666 -444
7510 3726 -109
8787 1374 521
5779 898 -79
580 9128 -815
7664 6430 -957
1459 3827 261
7703 3643 -800
653 7365 922
7824 7928 -892
6786 2517 -856
3928 7446 777
7047 8460 99
2913 1177 -127
7132 312 934
2038 7788 -270
4527 1911 -94
4287 8865 754
5809 3088 55
5965 6689 930
6297 2562 59
284 6881 -68
7425 438 351
4745 8127 58
6463 2937 -94
870 366 984
3066 4806 -944
5088 5365 520
7745 4135 606
6384 8382 662
4922 5597 -549
8565 5545 -574
8327 1763 -608
3448 1887 487
3309 2481 -901
2452 4810 -426
5747 346 373
1698 9110 497
4298 6855 100
4599 6674 743
1863 8332 846
4095 1211 417
5375 6409 -985
3643 5223 670
5723 1489 -409
5098 6419 -985
6515 2074 -944
7712 5149 133
7446 7216 -777
1959 1552 -563
8041 3059 999
4392 7212 -163
6990 7069 857
1616 4904 583
1060 7275 105
7344 6439 102
6782 7591 571
937 4472 524
5490 8367 782
7293 881 625
1124 2326 -976
2237 8663 351
7640 8673 -430
1403 2588 -748
256 1314 -943
7678 1892 200
1838 3072 995
6347 5713 576
952 7382 427
7562 5526 -740
1520 6404 447
1660 6623 -281
3546 1942 769
3687 5600 640
1416 8783 242
2177 6189 -588
6261 2743 -40
143 7017 462
8489 1679 -367
2069 6054 -30
1316 2723 -605
4369 7577 855
1101 5225 344
8738 8779 -941
8828 3897 -682
9026 4532 -706
7501 3770 -879
3196 3869 820
5662 8667 31
7975 8814 -873
3512 5567 756
5654 1851 -197
8724 4468 246
4094 7148 -632
856 6934 -401
4304 2824 528
7911 6964 -614
2424 7435 611
4781 3531 46
2701 1823 -808
1278 8412 923
5825 474 605
5185 784 417
2208 833 346
263 6864 -723
5889 3014 825
3868 1182 -129
8391 3441 -218
3389 2753 -874
9078 1756 -613
8112 1312 583
4892 9067 -136
4430 3890 -139
2892 7427 471
7137 8227 -307
161 2710 -723
5509 437 -852
4567 5914 321
8029 721 -685
692 3246 556
8894 1205 346
1305 58 -85
2272 438 631
903 5815 806
1890 8666 856
5600 896 126
3786 9002 -212
237 4227 -569
7476 6531 -409
7693 6708 -706
5792 5202 -97
3765 2286 -588
4652 864 -332
1427 5806 -116
1517 7645 -431
4186 8829 -604
4322 4985 603
6143 5252 -53
9076 6804 720
2027 2581 -923
6260 4979 435
7016 6848 -749
9148 3634 -553
95 3796 -359
7078 6397 -575
1188 2854 623
4173 8703 -544
9091 8809 865
8645 7744 364
47 3987 178
60 6395 67
7391 5138 878
7111 3798 -434
6807 80 860
684 710 431
64 8239 288
7854 3111 -144
3833 3522 -437
290 4832 -296
8502 4683 209
2001 9128 -755
5156 6809 -998
4749 7079 -173
6182 7898 -294
1246 7481 -266
8638 2048 -683
4594 7283 66
4597 7168 506
5669 6377 -818
1581 2289 880
4545 8080 -35
6994 5194 912
6909 8125 249
4395 6364 481
4748 8699 -499
6126 2583 708
6736 7384 -374
3885 210 -109
3740 6894 279
615 431 842
7756 2361 513
6162 5147 696
1330 8588 869
5652 8683 457
2175 4109 488
7672 5104 -871
627 9084 -559
5600 2877 -847
934 4410 149
5507 3406 -648
2779 5873 515
615 1343 -350
6628 8086 -246
6097 4564 -452
6958 1207 -130
7765 6633 -75
604 6120 581
247 706 -518
7340 8664 649
1060 5299 101
415 5449 -274
5677 4657 898
6097 6426 458
1887 2239 -35
107 4148 21
3516 4336 908
4364 3540 -751
99 4504 -429
7243 1034 -306
5328 7330 897
8690 8179 -356
4124 2167 -654
6616 8885 61
2008 1879 348
4758 4797 -386
7661 1594 754
1698 4181 813
8714 2295 691
2741 8594 332
2996 4815 254
4324 7372 872
5540 1425 266
8124 255 25
1092 1718 -922
8496 8668 220
5630 4275 388
8783 582 341
705 2316 -966
571 8317 -751
57 7948 -73
5495 7417 503
7412 8730 -685
1862 6700 -634
2039 5001 950
3267 8950 535
6722 711 -244
4870 533 570
9153 5340 183
2217 5734 -3
5616 2227 407
5719 401 206
2189 4891 498
8240 7830 -601
8190 6283 -856
1562 2836 602
8006 3560 -106
8397 2559 -900
5824 8373 10
7310 2878 768
8925 1542 -439
6614 6497 826
4919 7058 -998
9108 1456 26
4009 3452 274
7167 926 -679
614 3518 -959
4944 242 -920
7124 2384 -962
6968 6898 -826
2758 5669 751
1885 5679 -368
4679 5037 872
5236 5629 102
1204 5994 -680
8834 5720 -71
6589 337 -354
8867 9027 31
6576 6694 -712
6756 2755 855
8713 2953 534
1901 382 -620
3621 649 -79
5309 8565 -122
142 3136 279
229 3163 870
2139 6458 224
3095 5490 -520
6891 6024 511
4183 1082 113
7435 5151 603
2479 8580 867
2541 7380 177
3421 345 -909
2419 5011 346
7707 2564 -885
8899 4004 -935
6416 6215 425
581 4497 640
3205 1619 709
7648 7223 521
6894 5825 -559
1038 7323 585
5652 4317 -523
4007 9039 328
2208 8199 -130
860 2533 552
3667 4589 -164
8380 827 -200
1152 3651 -724
6267 8288 -822
3241 3634 -505
2552 8629 -703
6280 5853 -544
1023 3584 -251
8624 7672 -393
1280 3323 447
1251 4074 862
1170 4390 364
129 7488 221
1858 768 680
9125 475 467
7089 5402 -138
8955 4819 -78
593 8757 -145
515 2988 876
3479 2109 -303
6798 7036 332
4860 6581 592
3361 3313 -848
5992 190 802
8649 5095 -875
1994 5583 -909
240 6523 315
1440 10 -643
1500 6055 -64
2445 3192 726
2091 319 -5
6585 3709 712
8927 5817 401
269 3928 792
2064 2470 597
6460 656 740
7314 8992 -854
8181 7179 197
4301 7343 -233
2697 5501 2
2092 3742 682
3217 7593 673
1398 8243 884
1092 1941 -828
1760 2666 410
3293 5811 936
7081 8170 -457
4613 2631 -421
4520 7049 -973
2051 4427 -229
3874 1036 -577
8058 149 -106
3266 8531 917
1262 6171 -497
9092 7504 923
5387 3705 -638
8012 1750 156
7437 1323 649
7361 6585 -544
2323 5008 -153
4620 3944 182
1736 566 610
317 154 125
5869 127 79
1076 7368 -2
8270 5751 774
4017 1258 -801
1203 6008 126
5425 8106 109
2223 6397 387
5578 4666 905
4578 6415 -363
3414 3409 473
3438 8964 929
2189 2802 250
3119 4960 -106
3266 3612 248
8050 1971 911
7684 3955 -149
1888 4286 179
647 1102 953
8440 1299 -341
3770 542 -418
942 8332 653
2127 8862 -424
1341 8097 243
2481 1407 438
6427 6220 -348
7937 7032 -498
4567 394 539
6513 7283 76
7240 77 357
6756 7435 -768
4954 8637 -167
182 7764 253
6991 5172 519
8244 5573 129
3902 1671 -293
6028 7580 -543
5905 2641 -616
3483 238 -920
8828 9084 874
1611 6350 358
540 3667 25
3479 4158 641
5228 4758 936
5061 4564 549
752 3563 67
6238 4153 700
8070 2506 -955
2543 893 -337
5067 1253 -844
5016 5824 -150
239 954 -49
6 4327 89
4271 8139 775
4769 380 241
1077 5770 409
327 4842 711
7221 6688 -242
2487 6149 -136
1165 6421 -289
2342 696 -440
4939 8462 407
4005 4456 984
5737 3021 -390
4858 5944 -409
1403 7970 898
3106 8922 -987
408 1412 524
454 68 -803
5380 8712 368
7393 2430 -746
6955 4030 -654
7830 4885 957
6578 1836 0
7190 5579 64
3599 4381 992
1294 706 -541
3508 4918 -473
1166 3498 826
3263 3753 592
197 5607 -84
4680 1091 97
325 2567 -91
4206 7895 332
6189 5449 730
6604 6961 664
2229 5484 -129
4409 5618 545
2484 4102 202
5677 4456 74
3706 2023 -881
5513 6390 -675
1469 138 -422
8627 5254 -766
7917 2775 779
7208 1601 943
94 6964 -141
560 96 -212
2183 396 450
8049 7270 -405
8473 5385 -331
7925 2297 699
7761 1524 -69
4673 4404 -763
686 7394 237
887 9104 -245
8151 873 863
8471 7331 -213
4695 5348 -817
6648 2651 388
1322 6703 -615
1305 638 131
2474 4196 -836
8014 3887 -336
1308 4959 99
5285 225 900
456 3488 653
1403 1239 -242
4986 582 -748
4854 3263 -403
3650 8436 785
7358 8784 236
2154 7226 -913
1653 3742 -559
5191 5252 887
4096 1856 -965
3379 6865 484
7727 5688 286
304 1937 539
1404 7855 575
4377 6950 -184
7677 8208 54
2087 1298 -650
74 5234 -86
4550 4036 -613
5839 3376 -257
3344 8640 808
6587 3653 902
2204 6916 -185
202 7093 -953
6103 4283 -172
8938 6739 476
3939 6971 -602
6416 3799 -262
3752 4414 878
4997 4393 12
159 2442 -105
4467 703 -77
3097 2782 -852
5312 2949 531
4799 7121 -492
9027 4681 -35
4068 6447 -958
4632 6406 904
210 1300 827
9127 3776 182
3536 4231 241
8334 3858 50
7421 3710 -983
1268 3651 887
5628 8709 -916
189 7175 -324
2446 1084 820
3737 2847 -997
1056 8809 -553
6608 8941 -761
1196 4570 -178
5024 5492 -853
8445 6290 -55
7356 6980 -924
1683 4076 -355
7510 8285 713
8856 8946 -905
1949 4471 906
8753 4122 -277
957 4673 335
4620 8423 -241
3350 5628 -114
2271 3624 771
665 1602 400
331 3019 -142
6662 9089 -575
354 3288 -655
8774 7189 860
3591 8958 -798
2344 8231 -688
5724 9057 817
5272 2467 -480
189 7825 -28
5623 1970 637
8484 3540 754
1287 3563 -239
2336 3710 782
6531 2351 169
4143 632 404
6465 7402 991
2155 8650 127
3633 3309 -450
4166 9074 645
6964 8127 559
4114 7791 330
343 3540 202
1044 1307 571
1081 140 -881
5609 2338 319
2181 6410 986
574 8459 966
2595 204 -240
9033 6531 -678
4247 3953 361
948 759 -133
6862 6687 -347
7900 2770 -848
4605 6349 -1000
1783 1676 454
5265 1341 -299
5632 3615 -367
1242 1124 -187
940 2227 269
3694 227 -614
4669 8532 754
211 4084 697
4527 5339 -79
6528 3965 679
1622 3500 -657
4521 8799 -621
1839 8767 509
6239 2806 450
682 5145 -334
7901 4238 252
3838 905 -829
3503 8413 -842
2776 5173 -709
2290 952 674
3652 1083 464
556 3502 -206
5462 1211 381
6386 2023 -822
7808 2520 -937
6842 2017 227
4118 67 379
1247 2287 -1000
189 2174 744
4774 160 139
4249 8243 -421
1875 3664 343
2245 111 739
4334 6028 832
1982 6219 394
3734 3245 -796
2661 5121 934
1378 2467 -227
4534 6441 121
2071 8332 722
6768 2178 -360
4723 5838 851
5168 6200 468
4639 2158 451
8167 2165 -21
4712 2461 356
2947 6532 66
2669 7819 65
6100 229 425
5722 7785 -391
3183 8010 811
5347 7393 787
854 559 561
7139 5321 865
2404 2129 265
394 5643 245
8389 1057 -205
8579 1733 259
255 3331 -713
7742 6017 -622
5143 585 -500
2334 8776 318
118 5137 -802
3193 5451 -625
1318 6016 998
4960 6687 -878
7237 1219 982
2705 1756 617
2798 8389 59
8569 831 -721
7789 1277 952
3598 4395 932
8481 7816 99
394 2083 473
1459 4330 -893
5608 907 653
6006 5271 -827
1953 1925 -141
1788 5060 -611
7231 8759 -415
6889 1836 -240
3832 4374 -528
4935 5506 212
5474 6433 904
3725 1195 -89
2312 5285 255
2945 560 431
3648 4355 -133
2065 8454 -933
3535 92 -772
6921 620 -820
5023 4243 -795
134 7997 -312
6712 14 972
1513 7631 963
7334 8868 -341
1112 3685 161
1046 1835 536
7854 2359 27
3706 8292 3
445 8918 383
2421 4121 -679
1930 6980 370
2119 7641 -718
632 1083 -258
8027 4243 -661
3070 3212 -278
4028 8407 540
3819 7260 941
3280 7406 -304
2950 106 -717
5334 5772 -530
4853 4995 -613
4190 8754 -659
5003 2685 -991
5743 8632 507
1145 2310 497
7984 6211 54
3958 2067 112
4333 2274 -584
194 4194 -571
1246 3991 597
566 4957 670
6188 2762 792
3481 2029 333
3360 7776 301
7352 3459 -544
5283 2836 -335
7157 1399 -89
3815 8115 -992
8812 7100 488
2007 3122 -48
6219 5475 -416
7840 936 24
2583 8880 639
3974 6782 615
6469 1686 -311
3243 4292 -996
1794 1543 39
7323 4026 221
865 6387 671
428 3635 -36
414 3665 766
7646 590 654
4865 1715 588
6500 4577 646
8755 2306 -445
3843 1915 73
5201 7581 -830
6677 5944 512
2230 3150 -302
6580 4806 257
6501 4317 140
6894 8148 806
2926 4966 -446
2344 712 -502
8395 9017 -396
4791 3606 -957
2123 2206 600
7768 8342 -832
6176 8169 -934
5517 3488 -88
1185 2809 -875
227 6562 -237
635 7409 152
2910 8655 -617
3687 4487 -628
4554 5743 -556
6616 6045 749
5225 7348 -135
624 1962 764
7010 7191 -273
760 3564 856
9105 8646 147
1803 6444 -897
1169 5132 631
925 3529 -504
8493 5995 -760
4808 2148 -763
1921 4362 -126
3525 3340 -733
2455 701 -212
8193 1913 383
7902 966 65
69 4596 598
7914 2229 -119
4978 7291 -307
657 3229 868
7279 1609 996
608 8274 -263
3501 2662 309
8179 5917 -56
6279 4449 -591
8658 6945 607
3043 5620 -126
7074 1507 -335
4316 4282 54
2546 4401 404
6435 9052 -643
1282 4027 843
2120 3467 870
5914 7235 -725
7104 1828 301
6812 1196 966
6689 272 785
8378 1077 223
2766 3250 961
3549 808 154
6435 5528 -781
8349 4662 -736
5119 7557 0
5201 6658 414
4879 6920 -264
7446 5605 -923
3039 289 813
4725 258 -79
4135 2367 -760
6812 1515 -660
7627 8330 532
6441 4775 81
3310 5397 -23
5178 720 259
1966 1295 94
7701 7843 -806
4423 8732 374
7102 98 -905
7639 1258 -640
6272 1716 -612
5123 6556 599
6527 7680 -331
3455 5430 -915
1038 8564 520
7736 3028 180
737 1504 -44
2683 7348 -673
167 4919 659
1242 3281 -642
8124 5667 -900
9082 3696 -888
7409 1102 768
657 8151 647
1013 5308 -725
7726 5821 -91
5575 5561 551
863 4696 697
5740 1647 773
8972 1538 -589
7476 7018 524
6650 1834 -202
7633 238 886
6417 3459 -261
1017 3543 -280
8714 6089 -336
7993 7608 233
2782 3357 1
6027 6685 733
4480 516 -634
4620 2270 -27
8160 5795 -616
4195 6647 -604
5752 6 -86
696 7483 -224
8803 3087 -39
268 7549 -471
7805 4178 -718
4276 1795 59
4912 6804 425
3726 6086 -269
2638 3834 336
2253 811 -880
4392 3534 -779
4904 3943 -430
2693 5454 10
4038 7309 -161
4259 7662 -271
4215 2659 -482
4010 2248 27
8546 5106 367
2781 8594 -34
8698 7731 599
2321 7488 160
1417 1785 -793
6191 8030 -403
3498 3339 -992
3049 6282 505
5372 8842 553
863 4529 -736
2155 6013 437
8898 8173 -244
5208 8262 441
1927 4022 96
7030 7576 -528
5462 7566 335
3821 6947 -287
2919 7692 459
1419 5910 658
8485 5462 -694
7743 7921 -389
5127 697 -836
4875 1145 -837
6808 3572 847
7057 8779 -347
4572 3724 962
3371 2442 94
3081 4626 722
6152 7927 785
6685 8372 347
5679 4141 544
3362 21 86
4016 3709 679
5639 5611 -520
6313 6800 998
1718 3927 -313
2599 3307 322
761 7004 500
499 8357 -830
1852 1576 858
2679 2903 -217
2281 8184 -508
3784 5880 610
6645 9109 667
1271 7007 -23
946 7813 -85
5747 722 -294
7164 5323 -126
4406 216 675
3398 6504 -175
6863 793 570
3141 3850 -354
5627 8894 -986
9027 5281 282
3448 1573 -557
983 3445 -547
4111 1157 -781
8718 2649 -256
6631 5223 753
1616 369 290
4402 362 -107
8004 7374 -540
4702 508 250
7157 6740 -441
1192 8237 -912
8901 2636 716
5863 2588 -593
3785 4195 41
7253 6953 656
9107 8169 -601
5811 334 -135
9100 1987 -76
1732 7224 640
2521 1412 787
1685 4064 764
659 1059 -887
3853 5093 -716
1459 129 294
3662 800 -669
302 3396 22
3312 653 373
4272 4128 -433
6374 5559 -918
7062 7030 -849
176 3408 -238
8794 6701 -771
4559 9006 623
8863 6702 27
586 852 -814
2758 4780 929
6522 1578 306
1633 6781 -466
371 2981 166
8715 2271 -558
869 1585 199
7210 8127 -42
2566 1045 482
1602 2721 781
8034 3851 896
1454 4666 -603
4783 7756 720
3783 3907 987
868 7853 -934
2189 3904 287
68 1513 876
4350 4329 878
6815 1169 840
5603 5691 569
2980 4217 224
1592 5281 749
949 2364 -333
8598 7936 713
200 8561 -71
1297 6006 220
1649 7130 -47
396 9124 -609
1116 785 266
6760 4985 421
2052 4284 -467
844 4404 76
2938 8203 171
5541 5828 -477
6670 3290 -877
9143 8854 975
7497 8040 -493
2315 4907 -911
5646 2454 -654
8324 1075 449
8763 2841 181
8625 3818 84
7849 8509 241
4027 1125 -13
7749 3812 811
8028 1825 -4
1416 3999 322
8970 5023 -224
8168 1447 -266
5259 6043 494
8427 735 331
501 8658 -143
6691 5092 955
6272 2045 697
9089 6953 789
5621 3335 -172
2054 4206 781
7908 5852 765
161 7867 -473
1484 5444 684
4024 2812 -57
6305 6215 923
6040 930 116
6736 2701 69
7111 6663 -753
82 8900 -661
8837 483 399
6650 7931 564
5864 3124 -833
1879 1386 690
5910 5966 558
136 1369 -989
6122 4685 -570
6799 4112 -683
4728 5048 848
9017 5711 -100
7647 7158 287
6079 2558 423
4536 6238 177
6882 4514 532
6235 3273 -974
1095 1701 -59
1302 2585 -740
7593 7274 -980
165 788 97
7642 2802 226
8166 5214 732
2597 5020 -815
5230 2185 10
2848 3919 -38
8566 2446 962
4002 7320 274
348 4032 -889
7749 3984 980
8751 5472 452
2891 7878 -168
1264 9153 421
6153 2216 68
8870 8678 -947
6910 3935 -559
8396 3439 986
1973 3244 497
5822 8702 197
3211 5253 -579
4477 7317 -734
3227 6544 -508
9061 2794 531
7824 2970 -281
9024 8537 179
8538 6873 -855
7620 8033 615
7120 8257 -492
2822 8714 190
6526 4682 742
6782 5649 -81
5652 5858 -610
2915 7585 -99
1336 122 217
6109 4335 744
1147 3268 -691
6375 604 889
4736 8386 249
6360 4699 -494
3611 2209 -626
744 1268 -412
8407 8468 -211
6929 8080 -872
2539 4100 501
