18
834 857
293 82 24
872 826 -24
247 296 -41
498 238 937
29 1 -999
282 58 -394
940 534 462
525 882 377
218 835 405
523 33 -91
693 843 363
792 754 -418
663 69 -343
954 895 -707
570 634 -527
523 43 329
902 252 142
239 786 143
851 727 -477
442 727 686
191 808 -176
722 674 600
673 319 -823
6 277 -257
139 719 -808
378 352 87
281 263 -652
452 569 -279
533 107 -251
582 958 738
464 537 791
834 535 584
802 619 -529
882 402 105
446 922 -92
637 287 52
910 417 404
155 946 783
727 628 -438
347 245 667
314 612 -874
419 709 317
447 786 -957
889 746 -165
417 465 68
268 609 -696
58 330 14
338 403 565
761 548 -842
63 157 -107
184 575 -721
863 580 56
566 829 -826
36 414 -956
905 710 975
715 541 227
204 443 -440
441 669 289
550 588 -398
766 465 -815
645 490 -170
313 931 -407
489 530 -909
291 612 -942
904 770 -20
377 561 986
58 710 550
312 125 859
527 858 -833
349 890 750
98 571 522
476 447 -70
313 291 864
425 511 -3
945 964 -346
464 437 392
268 898 -186
648 38 310
746 879 881
115 419 -639
653 652 -932
873 424 607
504 513 243
38 627 -894
648 692 -805
833 844 425
271 781 421
490 577 177
276 955 170
772 824 -925
635 199 228
360 174 275
939 957 390
884 281 32
763 697 581
283 641 518
116 810 341
174 31 -205
293 92 428
208 593 53
301 954 -427
186 121 -637
322 926 -367
738 797 -906
694 872 236
496 654 846
843 499 699
799 453 407
569 361 -546
446 694 333
45 898 477
517 925 842
708 373 -323
664 556 223
313 491 -91
664 205 -587
688 840 -3
373 572 246
43 249 -644
449 669 891
211 233 -852
144 240 59
615 918 -18
705 502 -491
719 910 861
916 855 782
382 686 264
933 523 -207
398 253 -374
629 669 -302
865 375 -102
558 931 792
392 647 -156
951 939 -59
552 492 44
88 234 39
326 1 -634
893 627 -527
109 25 -604
260 429 684
885 156 -943
454 470 -820
257 522 149
709 951 151
84 58 -478
33 451 643
863 58 533
921 550 726
942 741 -637
110 494 535
197 609 -129
625 632 -38
282 687 -146
390 221 763
885 403 254
52 276 -755
327 904 -482
580 237 -577
448 51 847
883 889 790
828 551 603
110 330 976
315 401 609
61 633 920
810 829 799
25 401 739
745 931 824
21 472 -780
64 107 342
539 532 -781
606 363 421
222 266 -75
599 916 -504
868 305 -861
347 551 211
468 267 674
231 120 -578
404 208 162
317 142 -760
76 232 567
2 521 195
827 394 -240
347 59 -890
214 665 -306
218 443 86
764 770 187
762 5 378
105 198 807
357 379 460
63 664 729
962 71 932
120 460 -280
152 885 -313
826 791 994
192 73 770
752 270 -197
437 461 -116
60 851 -648
130 213 -459
859 530 -946
931 70 740
162 767 -407
857 541 -755
482 806 -64
320 569 -188
291 14 765
529 413 -784
843 210 -324
176 31 43
224 189 879
589 546 -978
499 337 880
306 194 807
499 47 638
287 336 46
133 539 947
872 600 -88
369 356 -395
152 336 -86
744 885 -477
178 745 -221
143 729 261
615 213 847
240 446 85
342 617 -6
58 949 -247
90 786 897
891 538 946
707 295 -286
17 34 477
785 595 -268
483 786 -29
653 575 487
561 831 -756
154 542 718
144 491 194
21 450 883
457 605 346
827 769 -60
602 599 -314
499 602 -494
571 817 818
457 910 -299
740 610 -592
119 528 -657
200 872 -938
8 603 -91
17 577 -823
211 907 701
430 256 -340
279 941 701
345 178 -288
867 866 -139
753 839 -961
389 876 -96
534 67 535
757 883 -130
616 480 -146
385 921 312
916 898 -718
338 102 -7
42 519 123
809 92 -867
640 707 -949
877 134 224
634 704 746
261 372 -798
442 451 729
469 51 -15
264 918 -851
376 746 152
737 306 489
466 427 -917
77 307 -48
581 295 -554
573 864 -340
304 101 772
48 319 -491
339 609 -994
523 385 -58
242 127 394
112 1 525
177 610 -908
163 599 532
477 737 -33
242 479 664
804 382 -623
613 582 -100
791 311 -923
799 543 -93
525 809 723
776 248 -828
690 718 745
447 189 -710
956 905 870
766 137 -630
701 164 -696
412 362 667
827 543 -447
697 758 -580
403 319 171
72 411 -606
198 868 614
602 10 89
543 27 -431
582 68 193
746 141 -208
846 787 -682
866 905 923
61 75 -777
687 294 939
868 1 -873
882 361 204
666 940 344
667 389 -464
205 590 127
599 300 -356
700 311 -237
333 600 167
393 830 -460
31 853 -830
904 943 -868
316 806 -112
827 721 -352
810 139 -894
797 209 -94
304 268 581
54 581 515
309 733 898
305 248 -341
492 938 -908
666 580 -46
45 944 -892
330 896 -701
240 539 -147
92 161 -111
943 930 -796
867 178 -763
879 804 -724
745 504 73
721 688 -645
260 448 709
510 18 82
824 91 461
333 153 -500
476 533 -885
591 655 -792
423 63 583
429 844 454
125 911 -552
636 247 683
702 21 -242
652 416 -68
75 470 -605
798 43 -324
223 663 -430
217 498 784
41 364 187
207 763 -351
278 887 -721
192 750 114
703 425 282
832 79 -759
867 593 -135
670 298 -861
720 391 -907
535 618 479
88 633 -449
183 734 679
188 710 680
517 250 -557
469 123 -402
118 669 836
350 437 -337
106 446 840
461 633 -501
251 91 500
281 705 -526
157 260 -704
104 929 -609
848 208 307
448 52 732
627 858 -552
189 410 526
634 718 624
522 590 514
88 84 -576
574 533 -562
852 342 -838
602 915 -574
816 116 815
309 208 -979
139 577 311
125 669 -467
464 404 61
706 286 -457
946 888 -266
301 33 -677
705 388 -802
671 853 442
503 286 958
122 183 371
210 955 -706
695 760 591
595 646 75
348 144 -690
698 439 -638
954 785 694
581 537 962
707 627 932
364 766 -280
550 283 801
834 651 -853
622 493 524
931 510 169
856 778 636
225 939 535
379 216 955
603 78 267
381 794 625
492 507 271
584 484 -685
953 602 -515
888 21 -632
272 700 -350
297 547 444
551 499 683
180 520 -498
559 319 916
552 509 846
708 223 851
764 399 50
373 166 135
731 587 991
858 435 407
51 155 931
23 553 988
167 727 639
721 129 660
127 948 -503
76 104 -554
71 405 -69
453 262 707
121 432 -109
461 860 461
109 16 -372
789 687 -738
457 741 338
704 516 -834
882 937 295
520 835 284
447 147 -850
387 282 476
371 688 52
883 677 -8
761 626 -583
485 810 323
90 220 -713
332 497 816
887 863 -382
469 702 -546
662 563 277
693 173 427
362 134 -239
548 42 -919
118 413 -75
859 268 -709
201 744 494
16 490 -630
136 563 464
766 834 -543
627 687 -308
721 139 855
465 211 -440
887 911 -733
541 360 315
380 367 50
4 553 91
624 141 618
549 439 395
926 631 -344
236 662 682
389 86 -399
684 672 939
27 21 173
510 342 56
303 786 832
106 416 -907
744 914 798
595 829 199
28 242 686
170 845 -773
486 230 456
90 403 -156
939 183 411
613 744 -588
122 526 791
901 479 160
418 113 736
392 265 84
491 506 -383
819 849 -715
182 761 890
419 479 -43
299 817 931
157 279 556
808 623 -997
603 766 635
454 694 -830
133 914 514
104 697 -176
300 358 310
370 62 185
404 488 -193
613 800 -739
524 810 -110
610 705 624
626 852 138
524 875 -247
756 880 -571
383 394 -234
631 346 368
830 747 561
776 944 72
159 834 69
412 309 652
288 931 455
898 769 -930
659 344 845
808 231 341
128 191 -2
15 257 796
421 177 467
192 513 -859
53 876 654
177 914 -710
280 421 -182
150 228 65
896 723 -222
280 11 -155
232 393 -251
650 934 -540
855 728 878
62 292 -286
879 351 -115
536 431 -19
740 218 -457
610 373 50
881 898 -345
633 671 -426
180 730 -968
119 907 -89
73 139 -521
934 923 183
712 478 456
529 30 997
134 527 603
922 396 -337
893 38 -733
685 360 -812
207 896 -594
430 384 -175
643 343 -30
769 371 59
302 374 464
778 285 -971
950 216 654
818 227 455
825 776 -598
79 407 930
353 429 943
679 794 288
720 124 -965
815 461 -764
766 658 838
429 54 536
434 844 783
639 375 887
31 365 787
855 807 588
716 610 -236
525 132 -678
90 807 -457
183 460 -932
249 856 73
10 880 -433
956 356 -280
766 47 -223
183 748 724
408 83 112
934 688 599
52 279 22
587 634 -479
119 512 119
266 520 944
35 878 -372
190 743 669
630 73 -851
864 47 936
277 19 -64
362 491 950
62 730 -58
359 161 201
344 470 421
208 880 -409
442 457 30
417 494 611
474 829 -668
281 720 -472
791 669 830
402 794 444
17 466 734
401 690 748
768 43 -304
184 386 516
58 697 -614
151 702 -489
89 590 -552
515 260 -734
409 153 -74
41 624 -183
168 490 713
778 438 417
484 315 571
568 628 95
167 729 -736
486 594 -803
719 903 432
422 799 428
359 528 -422
672 588 814
208 121 -715
634 937 -306
158 414 612
938 601 544
581 271 -814
458 787 -980
671 823 551
831 834 -522
110 560 -731
120 10 -908
604 778 796
894 816 17
898 639 -850
244 81 321
383 668 484
424 490 90
637 137 703
653 588 -510
822 43 -385
379 120 120
404 795 -500
257 620 -689
639 913 653
772 302 -846
75 360 300
74 953 -668
469 270 -695
599 860 -231
302 663 164
38 455 -184
128 78 360
776 828 -532
861 441 544
501 430 631
562 793 -112
540 10 -713
902 824 -906
951 495 868
905 441 -751
661 500 241
892 48 349
859 250 -775
845 320 -260
371 62 -434
223 310 69
730 261 978
573 727 219
404 489 978
694 484 -201
557 437 -392
193 397 -838
873 443 236
275 933 -637
798 775 -870
646 753 982
315 399 630
103 92 -554
158 598 187
204 273 298
884 89 -340
719 480 -816
598 916 -970
240 535 592
370 133 478
267 649 99
881 121 834
672 722 -441
918 141 797
522 383 -393
721 347 903
102 677 471
394 752 -558
939 572 -758
308 611 643
363 191 406
618 886 373
809 295 683
935 689 -673
560 433 732
350 84 -722
139 564 -213
635 60 650
701 105 -623
924 810 70
429 103 294
920 425 -457
415 141 481
730 236 -351
640 494 -647
931 883 -238
393 255 -909
524 923 681
348 666 947
233 475 538
414 1 -329
69 787 -824
568 618 814
120 280 915
642 352 225
787 538 507
283 865 925
534 178 -858
783 698 -824
429 101 -460
352 800 -217
857 55 484
421 726 -388
10 709 -584
406 289 236
400 101 -95
58 262 -648
517 643 497
172 809 -51
748 330 389
285 736 313
958 772 448
11 338 912
164 432 715
120 334 -595
689 430 -573
711 379 -199
289 882 -543
879 779 917
149 420 -394
198 583 -73
133 632 -898
905 71 -876
824 110 600
598 727 -35
372 926 -207
348 732 -788
446 528 468
803 971
368 364 353
314 383 721
597 746 -756
704 140 -150
330 418 320
342 19 165
616 507 126
243 257 532
106 200 959
313 203 695
242 154 -332
36 225 -246
160 327 -591
308 18 -803
441 479 96
709 719 670
160 575 961
171 746 956
706 310 402
391 731 -369
523 125 912
514 622 -788
373 426 938
440 507 -665
620 711 -402
207 732 890
496 133 613
52 610 917
772 304 324
127 549 -943
701 206 612
145 648 -979
456 464 -567
160 115 72
360 505 -792
193 208 674
349 659 -318
630 31 195
376 466 271
237 267 -474
710 62 -753
570 18 528
141 2 568
65 594 952
583 705 -185
704 46 29
406 442 987
199 539 802
57 708 24
7 240 -56
383 252 -412
194 675 -586
500 798 360
677 669 -831
270 506 -152
792 326 72
228 492 -365
100 67 -531
143 377 73
20 58 884
596 668 -105
423 780 391
770 66 930
367 559 -733
32 580 -312
709 377 -131
610 781 703
413 722 -649
338 105 -570
424 684 508
749 368 538
177 458 -77
682 573 834
106 78 993
417 419 -598
725 129 940
52 56 -965
543 606 733
571 663 -109
4 462 869
802 322 -137
389 801 934
704 162 -890
74 18 403
755 675 885
448 593 627
400 664 545
321 683 403
520 629 -443
454 460 61
600 338 974
596 750 -559
98 284 906
761 277 924
523 142 -550
312 52 928
520 163 -429
352 746 519
534 727 -799
734 290 -943
290 718 -21
605 190 961
147 619 -575
105 563 -224
542 562 425
238 259 360
515 254 -80
632 451 25
312 56 -603
752 124 -189
607 539 -285
173 340 -778
276 453 -429
430 150 562
498 145 450
403 140 867
568 361 229
751 93 -880
85 381 135
398 548 -479
219 45 -551
652 396 -431
440 673 520
401 191 828
685 621 -985
520 287 59
290 255 -615
474 304 763
436 169 368
586 715 -67
467 537 -913
659 583 582
336 318 -349
553 119 -63
291 294 177
729 135 -842
768 458 -70
125 150 571
759 383 -405
517 742 -831
795 464 432
787 422 976
530 628 94
694 658 862
32 200 296
540 226 274
48 334 820
734 327 -884
545 114 -568
283 156 4
520 179 188
145 66 820
760 82 -910
140 103 832
594 701 -17
438 118 -860
26 798 666
782 780 457
122 530 614
747 86 -100
294 588 -811
104 142 138
320 471 50
559 369 -455
252 181 -194
129 623 -935
559 755 658
102 29 596
451 257 -249
645 60 -222
244 478 -515
319 316 333
749 249 119
155 143 -635
166 198 268
60 235 698
46 693 -283
376 364 -767
650 297 -239
450 477 -346
258 327 739
539 113 -203
570 519 -153
786 63 725
521 653 -832
731 181 -189
56 202 -309
160 535 -468
72 127 -928
786 239 277
110 744 -587
265 617 -284
140 212 -379
467 100 190
475 769 -187
249 341 548
456 673 -328
47 352 -830
229 63 -708
677 379 129
293 287 -865
521 412 552
376 673 -963
440 218 173
563 605 793
205 276 864
263 381 257
230 159 711
323 371 845
702 636 -196
744 664 977
44 554 -328
212 787 429
768 441 967
682 419 88
339 377 -323
59 551 907
792 66 -388
753 596 500
207 605 775
268 70 455
460 204 -418
394 334 -236
662 173 -530
469 480 -831
568 734 239
687 274 159
714 311 -297
269 678 -79
446 394 427
515 122 -512
241 507 199
718 62 943
348 227 -445
780 441 -893
511 475 -355
2 498 -978
193 70 -977
55 656 -285
121 303 -419
41 740 35
627 35 275
773 615 -378
529 714 423
183 437 -519
763 517 -825
694 99 -716
204 2 -489
588 577 189
44 652 -951
751 539 -256
177 412 923
440 230 -676
10 16 -139
711 187 113
132 522 369
465 378 -486
42 648 738
285 793 455
100 145 -883
583 176 315
464 383 -664
628 439 -853
277 271 -737
4 245 861
499 85 -360
587 627 -267
147 459 89
217 169 846
518 530 -622
104 594 -972
26 668 611
47 192 437
1 74 -184
44 621 902
323 212 -633
720 636 -502
299 752 360
791 404 29
510 539 244
529 237 572
620 151 -788
392 714 63
140 464 841
650 71 -704
354 276 -130
770 241 947
619 280 -123
73 583 289
207 604 -527
577 275 -96
793 440 -634
416 466 -584
397 8 -71
727 781 -483
210 418 -766
533 306 -429
570 679 -988
299 608 468
641 486 271
693 91 4
49 293 144
133 767 867
86 255 -881
571 225 220
444 87 880
52 537 -675
774 796 202
651 711 -198
421 760 475
167 100 489
789 421 -752
70 656 -860
90 488 552
411 354 586
724 315 -55
73 508 843
567 117 548
534 235 534
712 782 581
475 490 -567
252 717 450
578 567 -927
388 202 972
91 598 -359
559 81 -233
247 554 586
560 450 195
144 441 -417
284 396 617
579 766 -950
104 672 -991
619 143 -855
343 253 -890
131 15 817
731 55 -100
578 532 -865
122 393 -902
210 84 171
223 122 -617
289 458 119
66 420 -571
186 24 -418
622 318 -924
152 337 532
262 420 102
441 737 513
372 666 -397
85 689 -695
410 148 -318
66 459 28
496 744 914
666 514 -489
220 343 760
501 72 151
343 606 674
200 51 -324
685 325 -102
619 25 449
580 646 -839
112 36 -32
269 768 619
771 198 -957
181 613 -824
445 613 -270
667 512 237
150 229 -366
376 474 -502
613 311 748
545 426 -153
108 603 -621
440 291 641
361 688 -396
406 581 -948
122 358 575
272 50 470
400 250 93
484 302 -365
403 757 -889
24 770 -566
536 528 717
235 413 249
374 102 794
732 658 -331
698 654 618
686 784 565
711 244 -454
11 63 128
605 293 26
440 624 -52
759 742 -457
516 244 -725
469 115 750
622 460 727
348 300 -662
553 747 276
735 52 154
800 532 883
624 48 952
112 498 932
55 446 -823
434 735 795
456 317 229
150 2 -439
751 64 216
686 573 902
645 175 920
674 133 -553
186 745 250
698 797 400
725 259 -388
64 9 -540
10 222 -988
262 75 623
663 73 -907
532 707 254
210 510 219
220 325 83
568 299 536
73 267 798
434 120 523
117 768 -491
320 379 -653
143 602 934
39 532 -882
356 419 130
323 44 261
60 752 587
357 25 -365
671 441 511
790 200 -958
216 267 876
735 292 -123
722 356 994
501 798 369
135 615 -425
116 796 779
768 771 235
123 248 -851
554 145 -910
139 153 742
166 245 521
251 559 667
380 630 -427
122 434 -304
576 229 822
778 95 96
383 87 126
551 120 -682
322 753 905
767 128 282
625 764 -989
324 338 -522
460 662 195
778 507 -947
796 570 -697
798 448 618
568 760 81
384 682 -415
625 225 -526
767 284 -790
645 516 482
8 63 -240
461 150 124
449 76 74
246 498 476
366 771 206
609 103 742
190 157 206
370 753 -896
136 563 71
753 455 -984
3 344 398
647 648 383
101 312 -916
576 25 457
577 694 -62
704 642 220
651 665 915
446 141 -196
488 55 952
208 475 -502
326 351 -581
439 99 736
505 255 -609
599 672 635
309 293 943
714 258 640
566 785 208
264 640 672
320 680 619
162 791 -205
673 487 594
338 269 -91
261 459 -475
782 329 -823
441 461 739
153 729 -815
716 167 -802
397 659 -848
165 283 354
275 156 412
712 739 535
712 584 292
124 677 -535
232 299 439
429 433 -849
489 160 -968
245 42 43
3 778 47
575 70 990
251 287 156
789 260 -456
772 606 225
800 654 232
697 794 -413
384 246 447
577 606 -111
431 163 -327
156 205 915
105 568 -869
785 224 -133
15 770 702
654 577 621
650 233 696
622 403 -540
764 443 998
325 73 -86
303 748 278
636 537 -863
771 645 165
417 648 -607
18 462 -159
697 3 -544
172 524 -341
254 199 207
426 159 33
567 645 112
67 5 -259
206 155 443
558 522 -659
353 144 583
370 115 -776
654 293 -953
409 88 -731
366 573 133
2 717 26
326 245 821
750 641 -594
277 341 -51
456 248 813
328 57 -208
439 779 824
99 536 -84
131 511 152
162 89 -198
397 453 -486
454 80 191
43 710 211
140 669 -161
712 580 -536
627 85 -258
47 650 654
513 96 111
229 159 734
237 453 -799
732 392 -468
695 650 -19
569 184 -573
356 109 31
642 627 -574
263 33 -146
446 60 641
618 357 657
717 637 304
507 215 -171
567 116 263
599 526 148
676 500 926
335 252 881
784 352 432
416 343 -997
323 355 461
572 388 -620
615 692 -183
550 394 -9
352 212 447
268 205 -220
771 84 719
179 374 15
638 802 -133
124 200 207
285 523 309
351 787 -792
443 379 131
691 243 -225
119 131 -239
151 606 -703
97 52 -897
229 131 -309
551 51 674
173 384 803
738 323 -971
71 270 -509
575 770 968
436 81 -351
448 544 619
563 522 898
376 778 -110
82 48 216
462 39 -266
130 480 223
445 285 323
314 69 775
382 74 542
80 267 765
689 448 -18
225 247 304
363 320 47
560 323 433
71 105 443
240 590 -822
309 40 -275
447 497 -125
388 534 822
741 547 694
716 439 -839
346 774 -450
80 290 129
720 585 351
558 548 -761
302 724 -878
18 283 517
55 331 887
257 509 -982
653 341 -476
190 38 488
719 151 -157
209 390 -874
254 393 -797
654 716 -144
570 199 634
257 255 995
495 679 692
566 155 915
142 195 398
42 329 310
636 698 509
268 517 -687
578 312 -666
283 632 -445
215 671 215
179 406 -213
243 699 -119
305 738 -105
650 576 -839
759 547 -84
230 549 -188
109 201 -438
701 272 -10
210 199 700
662 410 320
477 589 -854
741 186 208
482 70 270
478 178 -907
137 478 813
139 26 432
655 517 624
731 757 -131
40 563 -321
105 550 255
204 541 226
770 776 -555
120 632 333
48 442 208
188 778 218
291 433 73
38 571 -705
10 238 -756
707 523 -794
141 177 -408
424 173 -667
111 751 -765
470 151 -284
578 629 882
580 356 -214
316 73 229
213 537 644
685 742 63
170 198 730
631 648 895
121 45 357
633 596 -302
667 544 -323
360 792 322
708 558 -570
151 624 -454
586 77 284
7 758 574
687 692 475
632 175 -244
377 487 218
497 402 637
793 505 -486
566 482 381
327 795 -405
737 68 902
631 739 -430
96 43 -241
170 151 315
595 445 201
93 163 585
342 775 204
499 123 -937
493 255 -829
619 562 -896
129 60 313
73 415 397
448 513 60
610 618 964
500 565 98
650 398 438
253 85 -381
579 180 236
596 471 -575
614 201 -279
644 596 927
775 146 -992
317 766 -139
198 544 225
425 79 239
415 208 712
625 769 26
461 323 490
362 12 81
96 707 -420
216 485 114
55 659 889
164 687 627
246 447 739
447 695 477
335 67 -234
443 95 -140
64 573 -532
600 605 337
534 570 594
13 429 -891
732 336 -496
198 716 -468
756 285 -97
511 594 24
526 697 598
645 797 15
461 303 -11
327 2 762
611 370 281
34 422 558
225 39 775
17 473 509
516 296 -974
778 249 744
127 259 109
493 64 573
785 558 466
49 779 260
271 381 917
165 393 -540
723 743 -862
623 770 818
326 577 -362
103 231 -902
143 541 508
446 458 -447
66 373 -952
360 208 733
609 656 109
75 418 -289
600 604 -888
87 49 -495
438 89 -141
364 202 -454
798 152 660
754 547 296
279 681 -568
322 363 -890
348 269 999
693 119 803
276 192 -644
251 708 -982
43 511 33
337 30 -333
458 607 198
159 400 -632
686 706 428
211 538 -464
317 783 199
734 652 -928
180 710 -805
252 356 535
672 248 -568
59 755 556
622 214 351
549 508 -926
132 704 344
357 444 -420
536 445 -940
554 481 83
52 310 -178
604 17 687
237 721 12
358 61 -866
373 641 -697
771 655 484
685 525 -607
467 62 -935
265 82 195
324 38 509
512 108 966
140 468 682
326 371 -589
4 705 -227
625 342 283
684 143 -258
192 210 677
535 667 -250
229 250 -115
483 414 598
28 776 190
189 459 129
85 579 -739
801 469 -798
42 369 974
497 603 -335
579 430 499
97 172 -963
246 427 850
212 580 -737
690 406 -456
425 581 112
237 578 303
524 676 47
186 163 859
625 348 -936
486 714 227
460 548 -787
137 80 -900
184 66 -194
286 24 -508
606 802 161
687 527 -891
98 663 868
207 26 -671
151 164 487
455 645 -687
204 491 -766
209 363 772
107 567 -241
273 391 962
800 23 -672
420 437 -893
473 433 -480
6 199 -630
497 317 -691
54 584 485
165 560 -12
103 276 375
106 790 -733
255 478 -640
218 290 34
670 200 801
774 649 543
163 122 794
516 441 -640
287 74 701
399 105 465
458 656 788
417 277 -94
348 52 634
458 360 -285
37 193 78
681 35 646
146 100 -79
47 263 -851
731 724 636
360 385 -371
168 772 -89
75 248 -245
603 496 506
216 200 -320
255 300 838
514 737 -862
197 151 -484
427 665 -594
461 176 102
337 92 -231
710 466 -93
697 117 -761
663 802 537
496 802 631
490 156 -422
225 522 -575
240 612 803
691 403 382
254 795 -360
635 585 -174
451 94 -20
199 747 -244
137 692 -287
218 787 -72
340 542 259
321 122 -287
212 54 825
207 508 -946
482 168 200
255 280 -194
91 514 387
528 87 313
194 444 541
783 645 395
333 597 368
377 560 -308
681 303 -809
169 732 653
283 602 653
420 333 -523
160 232 429
80 24 319
277 420 -57
648 390 425
211 798 -154
703 269 483
694 111 169
768 125 -1
64 141 468
96 268 388
545 105 479
438 463 103
497 72 -692
279 462 -18
647 147 521
174 468 955
725 446 564
678 433 592
586 286 -600
392 518 883
472 65 907
773 122 -18
563 700 -507
22 335 744
590 471 325
430 706 -955
658 545 783
172 182 737
417 371 -600
557 491 901
648 99 351
599 103 786
384 569 857
392 364 -572
250 520 551
157 10 -693
629 115 -402
227 5 458
377 576 101
733 42 -888
534 352 330
277 172 -37
746 668 545
483 383 722
254 168 -486
827 823
75 770 661
701 280 54
814 371 -998
337 824 -230
309 69 775
600 808 268
235 498 19
817 630 -963
270 579 683
827 567 -661
67 40 913
156 341 -64
67 372 -850
792 418 17
399 372 -228
198 10 -436
92 625 391
201 76 -365
646 24 -141
801 593 -777
484 728 279
419 366 166
558 18 672
518 394 136
258 596 -907
102 589 -761
257 516 -90
391 689 -832
311 577 -496
676 22 67
710 767 42
680 361 516
120 468 -672
25 278 -94
324 232 -858
691 658 -62
270 523 655
587 652 129
718 774 -648
298 424 -753
526 135 708
199 22 -125
27 495 893
549 97 -102
569 738 29
205 385 927
638 142 -94
324 196 -56
822 623 954
683 757 570
2 225 607
815 135 -674
180 103 -716
326 637 646
354 186 -195
743 792 -31
10 463 510
710 294 523
660 13 220
582 686 952
59 357 626
668 517 984
427 811 -682
663 554 888
523 618 -527
61 734 -946
357 47 575
812 524 537
17 538 -549
658 55 -326
766 402 -705
214 464 5
158 672 898
181 177 223
109 116 722
80 92 965
458 496 369
3 198 -957
774 413 353
36 709 33
194 704 -59
647 768 -950
334 664 942
118 140 -736
631 298 839
317 420 530
98 674 -83
35 318 158
84 125 236
132 449 -714
682 211 -701
251 797 870
585 537 -283
140 599 -656
593 79 -403
132 336 760
298 479 410
339 557 348
555 543 569
434 618 789
595 476 -969
469 488 -9
62 315 534
72 161 -763
168 110 -674
353 562 -862
327 308 631
294 706 26
314 120 633
637 238 -603
496 199 798
103 530 -967
529 435 -375
676 653 -572
291 499 498
250 324 -68
26 566 -5
279 184 -109
562 491 225
655 249 759
760 163 216
233 777 -280
130 360 -179
529 379 -448
121 307 -451
623 472 91
758 318 957
186 347 921
468 506 567
658 229 860
676 341 -753
57 1 391
269 769 -128
452 525 226
21 389 95
753 95 -497
519 547 -106
749 498 737
309 522 -183
228 529 -691
555 325 219
268 348 -454
790 471 -305
485 120 740
633 712 -270
618 325 38
180 814 -432
70 174 -253
177 589 -814
374 230 693
486 320 130
521 334 -32
680 422 584
801 436 853
214 355 -529
735 117 225
394 678 -148
533 651 177
788 581 334
662 627 -720
464 361 486
435 826 503
29 576 -295
398 370 906
442 388 352
498 115 970
699 621 990
37 188 673
198 381 -252
816 329 -562
289 202 899
39 259 -107
2 422 490
681 352 946
575 109 768
820 524 898
703 161 -209
621 300 248
267 11 656
754 378 -664
350 706 621
283 652 -733
615 647 839
329 399 -937
334 772 415
89 37 628
365 635 -789
695 757 251
465 424 612
271 19 561
190 639 -649
588 279 -573
49 130 -650
172 774 -316
793 155 213
101 272 -159
134 337 987
14 372 413
724 244 -935
217 136 -680
190 327 538
591 490 -924
376 668 794
111 4 931
327 596 -939
465 232 697
427 185 673
210 39 443
623 95 113
467 26 -46
134 733 -103
467 214 855
365 601 76
12 604 -957
151 698 -91
250 813 864
798 734 -348
318 147 413
581 607 -372
375 324 913
409 751 51
779 295 -248
44 139 -779
495 181 -880
189 410 386
582 64 -492
517 823 394
246 365 137
123 635 95
147 554 16
719 808 138
166 750 16
484 76 935
598 791 283
815 482 856
350 613 -454
43 187 -49
674 342 959
270 3 223
533 321 264
168 307 281
817 255 337
559 179 -837
374 200 -931
28 577 678
112 608 726
689 44 526
800 124 -260
745 62 -875
204 360 42
354 698 543
609 329 659
783 557 -377
14 230 -588
376 576 -669
12 814 -5
736 514 776
729 307 -792
692 814 -995
200 422 -689
818 526 191
346 109 -931
81 795 138
409 444 -60
623 606 908
590 710 -309
10 814 -31
229 597 -471
709 117 -443
196 148 -195
390 812 611
393 489 -905
196 449 -130
373 569 389
487 605 -400
359 41 -86
533 426 -775
182 427 -829
715 690 892
216 401 215
212 826 -524
87 363 -647
485 173 -525
537 13 -766
710 755 181
290 680 -79
296 234 594
450 3 -789
600 458 375
161 152 679
591 664 848
188 349 -717
815 547 916
112 270 -103
621 382 680
534 180 724
645 37 241
145 531 -229
609 240 578
799 672 -142
234 164 -340
266 229 120
800 332 -963
651 407 -873
765 617 628
596 784 840
351 716 960
501 182 -769
682 70 -653
79 222 656
356 430 -584
412 324 705
100 745 28
153 787 -901
536 102 462
31 314 -41
106 676 -10
638 136 405
641 378 435
398 360 883
797 90 572
324 180 -664
809 500 -984
5 177 310
31 283 -5
792 330 202
349 113 -242
556 584 565
370 445 566
478 577 432
137 776 931
377 217 -980
73 808 640
707 50 691
703 483 394
604 638 764
282 286 64
3 502 -657
617 51 767
172 636 -120
810 266 469
769 272 -845
37 189 390
249 393 660
72 34 -475
140 676 693
673 440 -94
658 539 -797
121 213 473
193 43 -4
476 584 -167
425 719 19
422 807 -153
293 744 183
713 468 646
608 224 169
542 776 -251
6 3 512
304 375 -5
626 309 -537
770 551 -374
532 32 68
140 139 -939
777 807 290
770 439 -626
164 414 -732
185 87 503
625 362 -309
110 119 -741
408 125 -81
259 615 456
365 216 438
154 773 691
596 547 962
328 687 813
457 190 -783
179 83 196
224 27 -249
346 319 -677
703 265 -950
200 238 -843
282 505 331
686 28 -113
759 33 228
817 362 -130
259 461 58
222 303 604
228 360 121
519 472 -707
184 666 297
586 692 -81
818 445 212
624 561 192
554 462 5
521 610 313
670 414 -745
134 27 572
303 318 -965
736 508 -964
223 154 338
597 780 986
80 124 567
301 187 -585
370 267 -169
254 137 811
59 503 -359
271 433 -824
796 652 -243
217 142 965
560 734 581
122 773 -820
789 207 782
209 657 872
123 631 -110
708 276 313
457 345 -163
409 137 394
103 220 34
104 101 -690
679 745 237
790 176 -454
